ID	Order	Standardized_abundance	
lactate production	Tissierellales	0.070246151	
macrolide_lincosamide_streptogramin	Tissierellales	0.050293142	
multiple_drug_resistance	Tissierellales	NA	
N-Acetylputrescine	Tissierellales	1.073169445	
peptide_antibiotic	Tissierellales	NA	
phenicols	Tissierellales	NA	
Phospholipase C	Tissierellales	NA	
polymyxin	Tissierellales	NA	
propionate production I	Tissierellales	NA	
propionate production II	Tissierellales	0.155974819	
propionate production III	Tissierellales	0.007114843	
quinolone_antibacterials	Tissierellales	0.003759257	
rifampicin	Tissierellales	0.05471138	
Sialidase	Tissierellales	0.032186601	
succinate production	Tissierellales	0.093159846	
sulfonamides	Tissierellales	NA	
tetracyclines	Tissierellales	0.061878756	
trimethoprim	Tissierellales	NA	
Trimethylamine	Tissierellales	1.219140303	
Urease	Tissierellales	0.888014742	
Vaginolysin	Tissierellales	NA	
acetate: acetyl-CoA to acetate	Treponematales	0.000674852	
aminoglycosides	Treponematales	NA	
beta_lactamases	Treponematales	NA	
Biofilm	Treponematales	0.003020651	
butyrate production I	Treponematales	0.003397695	
butyrate production II	Treponematales	0.002623475	
butyrate: acetyl-CoA to crotonyl-CoA	Treponematales	0.000338111	
Cadaverine	Treponematales	NA	
Cytolysin	Treponematales	NA	
fosfomycins	Treponematales	NA	
glycopeptides	Treponematales	NA	
Hemolysin	Treponematales	NA	
Inerolysin	Treponematales	NA	
lactate production	Treponematales	0.000133559	
macrolide_lincosamide_streptogramin	Treponematales	NA	
multiple_drug_resistance	Treponematales	NA	
N-Acetylputrescine	Treponematales	0.005069822	
peptide_antibiotic	Treponematales	NA	
phenicols	Treponematales	NA	
Phospholipase C	Treponematales	NA	
polymyxin	Treponematales	NA	
propionate production I	Treponematales	NA	
propionate production II	Treponematales	NA	
propionate production III	Treponematales	NA	
quinolone_antibacterials	Treponematales	NA	
rifampicin	Treponematales	NA	
Sialidase	Treponematales	0.000518794	
succinate production	Treponematales	0.000876602	
sulfonamides	Treponematales	NA	
tetracyclines	Treponematales	NA	
trimethoprim	Treponematales	NA	
Trimethylamine	Treponematales	NA	
Urease	Treponematales	NA	
Vaginolysin	Treponematales	NA	
acetate: acetyl-CoA to acetate	UBA1381	0.000142966	
aminoglycosides	UBA1381	NA	
beta_lactamases	UBA1381	NA	
Biofilm	UBA1381	0.001125442	
butyrate production I	UBA1381	NA	
butyrate production II	UBA1381	NA	
butyrate: acetyl-CoA to crotonyl-CoA	UBA1381	NA	
Cadaverine	UBA1381	0.002347376	
Cytolysin	UBA1381	NA	
fosfomycins	UBA1381	NA	
glycopeptides	UBA1381	NA	
Hemolysin	UBA1381	NA	
Inerolysin	UBA1381	NA	
lactate production	UBA1381	0.000253072	
macrolide_lincosamide_streptogramin	UBA1381	NA	
multiple_drug_resistance	UBA1381	NA	
N-Acetylputrescine	UBA1381	NA	
peptide_antibiotic	UBA1381	NA	
phenicols	UBA1381	NA	
Phospholipase C	UBA1381	NA	
polymyxin	UBA1381	NA	
propionate production I	UBA1381	NA	
propionate production II	UBA1381	NA	
propionate production III	UBA1381	NA	
quinolone_antibacterials	UBA1381	NA	
rifampicin	UBA1381	NA	
Sialidase	UBA1381	NA	
succinate production	UBA1381	0.00063134	
sulfonamides	UBA1381	NA	
tetracyclines	UBA1381	NA	
trimethoprim	UBA1381	NA	
Trimethylamine	UBA1381	NA	
Urease	UBA1381	NA	
Vaginolysin	UBA1381	NA	
acetate: acetyl-CoA to acetate	Veillonellales	0.183368529	
aminoglycosides	Veillonellales	0.00497428	
beta_lactamases	Veillonellales	0.002768022	
Biofilm	Veillonellales	0.252308375	
butyrate production I	Veillonellales	1.819904925	
butyrate production II	Veillonellales	1.405209862	
butyrate: acetyl-CoA to crotonyl-CoA	Veillonellales	0.216686001	
Cadaverine	Veillonellales	NA	
Cytolysin	Veillonellales	NA	
fosfomycins	Veillonellales	NA	
glycopeptides	Veillonellales	NA	
Hemolysin	Veillonellales	NA	
Inerolysin	Veillonellales	NA	
lactate production	Veillonellales	0.152500505	
macrolide_lincosamide_streptogramin	Veillonellales	0.019362706	
multiple_drug_resistance	Veillonellales	NA	
N-Acetylputrescine	Veillonellales	0.079139546	
peptide_antibiotic	Veillonellales	NA	
phenicols	Veillonellales	NA	
Phospholipase C	Veillonellales	NA	
polymyxin	Veillonellales	NA	
propionate production I	Veillonellales	0.024530615	
propionate production II	Veillonellales	3.022032087	
propionate production III	Veillonellales	2.294512267	
quinolone_antibacterials	Veillonellales	NA	
rifampicin	Veillonellales	NA	
Sialidase	Veillonellales	NA	
succinate production	Veillonellales	0.329040927	
sulfonamides	Veillonellales	NA	
tetracyclines	Veillonellales	0.137666269	
trimethoprim	Veillonellales	NA	
Trimethylamine	Veillonellales	0.191417956	
Urease	Veillonellales	NA	
Vaginolysin	Veillonellales	NA	
acetate: acetyl-CoA to acetate	Verrucomicrobiales	0.000540706	
aminoglycosides	Verrucomicrobiales	NA	
beta_lactamases	Verrucomicrobiales	NA	
Biofilm	Verrucomicrobiales	0.002688321	
butyrate production I	Verrucomicrobiales	NA	
butyrate production II	Verrucomicrobiales	NA	
butyrate: acetyl-CoA to crotonyl-CoA	Verrucomicrobiales	NA	
Cadaverine	Verrucomicrobiales	NA	
Cytolysin	Verrucomicrobiales	NA	
fosfomycins	Verrucomicrobiales	NA	
glycopeptides	Verrucomicrobiales	NA	
Hemolysin	Verrucomicrobiales	NA	
Inerolysin	Verrucomicrobiales	NA	
lactate production	Verrucomicrobiales	0.000478569	
macrolide_lincosamide_streptogramin	Verrucomicrobiales	NA	
multiple_drug_resistance	Verrucomicrobiales	NA	
N-Acetylputrescine	Verrucomicrobiales	NA	
peptide_antibiotic	Verrucomicrobiales	NA	
phenicols	Verrucomicrobiales	NA	
Phospholipase C	Verrucomicrobiales	NA	
polymyxin	Verrucomicrobiales	NA	
propionate production I	Verrucomicrobiales	NA	
propionate production II	Verrucomicrobiales	NA	
propionate production III	Verrucomicrobiales	0.02455146	
quinolone_antibacterials	Verrucomicrobiales	NA	
rifampicin	Verrucomicrobiales	NA	
Sialidase	Verrucomicrobiales	0.006908075	
succinate production	Verrucomicrobiales	0.004775554	
sulfonamides	Verrucomicrobiales	NA	
tetracyclines	Verrucomicrobiales	NA	
trimethoprim	Verrucomicrobiales	NA	
Trimethylamine	Verrucomicrobiales	NA	
Urease	Verrucomicrobiales	NA	
Vaginolysin	Verrucomicrobiales	NA	
