ID	CHR	BP	P	tissue	BPcum	disease
ANG	14	21152336	0.149356	Plasma	2219214476	Urate
RNASE4	14	21152719	0.969297	Plasma	2219214859	Urate
RNASE6	14	21249427	0.51756	Plasma	2219311567	Urate
DLK1	14	101192042	0.009246	Plasma	2299254182	Urate
DLK1	14	101192042	0.011423	Plasma	2299254182	Urate
SERPINA12	14	94953611	0.087076	Plasma	2293015751	Urate
ERO1L	14	53106633	0.325135	Plasma	2251168773	Urate
RNASE1	14	21269387	0.698378	Plasma	2219331527	Urate
COCH	14	31343720	0.019535	Plasma	2229405860	Urate
SERPINA9	14	94929054	0.156791	Plasma	2292991194	Urate
FAM177A1	14	35514113	0.25044	Plasma	2233576253	Urate
FUT8	14	65877310	0.217335	Plasma	2263939450	Urate
RNASE2	14	21423646	0.552701	Plasma	2219485786	Urate
CHGA	14	93389495	0.57859	Plasma	2291451635	Urate
GALNT16	14	69725994	0.916725	Plasma	2267788134	Urate
VTI1B	14	68113802	0.640595	Plasma	2266175942	Urate
SERPINA11	14	94908801	0.156662	Plasma	2292970941	Urate
EDDM3A	14	21214046	0.547781	Plasma	2219276186	Urate
ACTN1	14	69340845	0.669027	Plasma	2267402985	Urate
APEX1	14	20923350	0.169779	Plasma	2218985490	Urate
WARS	14	100800127	0.523229	Plasma	2298862267	Urate
MTHFD1	14	64854749	0.447776	Plasma	2262916889	Urate
GSTZ1	14	77787339	0.047844	Plasma	2275849479	Urate
MDGA2	14	47308832	0.818819	Plasma	2245370972	Urate
FAH	15	80444832	0.7	Plasma	2385725648	Urate
ISLR2	15	74392652	0.234	Plasma	2379673468	Urate
ANXA2	15	60639333	0.563	Plasma	2365920149	Urate
MTHFS	15	80125927	0.705	Plasma	2385406743	Urate
MESDC2	15	81238630	0.519	Plasma	2386519446	Urate
SORD	15	45315345	0.24	Plasma	2350596161	Urate
ANPEP	15	90328126	0.654	Plasma	2395608942	Urate
STARD5	15	81601394	0.855	Plasma	2386882210	Urate
SNUPN	15	75890424	4.25E-08	Plasma	2381171240	Urate
GREM1	15	33010205	0.33	Plasma	2338291021	Urate
TYRO3	15	41849873	0.916	Plasma	2347130689	Urate
NTRK3	15	88402982	0.57	Plasma	2393683798	Urate
IL16	15	81451916	0.00347	Plasma	2386732732	Urate
SPINT1	15	41136216	0.591	Plasma	2346417032	Urate
ACAN	15	89346667	0.661	Plasma	2394627483	Urate
DLL4	15	41221538	0.62	Plasma	2346502354	Urate
CSK	15	75074421	0.000859	Plasma	2380355237	Urate
IGF1R	15	99191768	0.000164	Plasma	2404472584	Urate
PKM2	15	72491370	0.0106	Plasma	2377772186	Urate
MFGE8	15	89441914	0.593	Plasma	2394722730	Urate
FGF7	15	49715434	0.51	Plasma	2354996250	Urate
ANXA2	15	60639333	0.445	Plasma	2365920149	Urate
LINGO1	15	77905369	0.682	Plasma	2383186185	Urate
SEMA7A	15	74701630	0.949	Plasma	2379982446	Urate
GLCE	15	69452923	0.212	Plasma	2374733739	Urate
SCG3	15	51973689	0.0253	Plasma	2357254505	Urate
CTSH	15	79213400	0.0559	Plasma	2384494216	Urate
NEO1	15	73344051	0.0000329	Plasma	2378624867	Urate
DNAJA4	15	78556428	0.152	Plasma	2383837244	Urate
IGDCC4	15	65673822	0.293	Plasma	2370954638	Urate
DUT	15	48623208	0.191	Plasma	2353904024	Urate
RGMA	15	93578503	0.0447	Plasma	2398859319	Urate
PLCG2	16	81772702	0.2301	Plasma	2489555130	Urate
APRT	16	88875747	0.56601	Plasma	2496658175	Urate
GNPTG	16	1401932	0.91023	Plasma	2409184360	Urate
SRL	16	4239375	0.21885	Plasma	2412021803	Urate
NAGPA	16	5074845	0.6485	Plasma	2412857273	Urate
VPS4A	16	69345253	0.08116	Plasma	2477127681	Urate
GABARAPL2	16	75600273	0.30795	Plasma	2483382701	Urate
NMRAL1	16	4511692	0.7159	Plasma	2412294120	Urate
TXNL4B	16	72078188	0.35701	Plasma	2479860616	Urate
CES1	16	55836763	0.06471	Plasma	2463619191	Urate
PRSS8	16	31142754	0.01774	Plasma	2438925182	Urate
PRSS27	16	2762420	0.38987	Plasma	2410544848	Urate
NME4	16	446725	0.44109	Plasma	2408229153	Urate
PMM2	16	8882680	0.67781	Plasma	2416665108	Urate
FAHD1	16	1876942	0.45431	Plasma	2409659370	Urate
PGP	16	2261594	0.01775	Plasma	2410044022	Urate
DDX19A	16	70380764	0.14102	Plasma	2478163192	Urate
CHST4	16	71559136	0.00411	Plasma	2479341564	Urate
GPR56	16	57644564	0.34499	Plasma	2465426992	Urate
MTHFSD	16	86563784	0.2302	Plasma	2494346212	Urate
HAGH	16	1845621	0.94479	Plasma	2409628049	Urate
DCI	16	2289403	0.73451	Plasma	2410071831	Urate
TNFRSF17	16	12059067	0.03879	Plasma	2419841495	Urate
AGRP	16	67516474	0.18338	Plasma	2475298902	Urate
CX3CL1	16	57406389	0.22373	Plasma	2465188817	Urate
MAPK3	16	30125426	0.09686	Plasma	2437907854	Urate
HP	16	72088404	0.0256	Plasma	2479870832	Urate
TPSB2	16	1277272	0.708	Plasma	2409059700	Urate
CCL22	16	57392695	0.14365	Plasma	2465175123	Urate
CCL17	16	57438679	0.41507	Plasma	2465221107	Urate
MMP2	16	55423612	0.91329	Plasma	2463206040	Urate
PRSS22	16	2902731	0.4627	Plasma	2410685159	Urate
DDX19B	16	70323566	0.01792	Plasma	2478105994	Urate
PRKCB	16	23847304	0.24739	Plasma	2431629732	Urate
CTRB2	16	75238001	0.90543	Plasma	2483020429	Urate
CTRB1	16	75252886	0.74498	Plasma	2483035314	Urate
VASN	16	4421849	0.00476	Plasma	2412204277	Urate
CRISPLD2	16	84853591	0.60514	Plasma	2492636019	Urate
HBZ	16	192727	0.73432	Plasma	2407975155	Urate
HP	16	72088404	0.02371	Plasma	2479870832	Urate
DPEP2	16	68021297	0.23142	Plasma	2475803725	Urate
DPEP1	16	89679716	0.00246	Plasma	2497462144	Urate
CBLN1	16	49311828	0.69276	Plasma	2457094256	Urate
WFDC1	16	84328452	0.35026	Plasma	2492110880	Urate
TPSAB1	16	1290380	0.29571	Plasma	2409072808	Urate
NQO1	16	69740899	0.02183	Plasma	2477523327	Urate
NPW	16	2059927	0.00196	Plasma	2409842355	Urate
STAT3	17	40465342	0.216	Plasma	2538500175	Urate
ACE	17	61554422	0.89	Plasma	2559589255	Urate
STX8	17	9153788	0.508	Plasma	2507188621	Urate
CYB5D2	17	4046462	0.498	Plasma	2502081295	Urate
SPATA20	17	48620419	0.327	Plasma	2546655252	Urate
ALDH3A1	17	19641297	0.735	Plasma	2517676130	Urate
DYNLL2	17	56160780	0.858	Plasma	2554195613	Urate
SHMT1	17	18231174	0.0015	Plasma	2516266007	Urate
TAX1BP3	17	3566189	0.375	Plasma	2501601022	Urate
SAT2	17	7529552	0.619	Plasma	2505564385	Urate
CALCOCO2	17	46908380	0.468	Plasma	2544943213	Urate
NT5C	17	73126320	0.214	Plasma	2571161153	Urate
FLII	17	18148129	0.398	Plasma	2516182962	Urate
MAP3K3	17	61699775	0.259	Plasma	2559734608	Urate
SECTM1	17	80278900	0.54	Plasma	2578313733	Urate
CHAD	17	48541857	0.00758	Plasma	2546576690	Urate
CA10	17	49707674	0.556	Plasma	2547742507	Urate
CCL8	17	32646454	0.0159	Plasma	2530681287	Urate
NAGLU	17	40688259	0.297	Plasma	2538723092	Urate
HEXIM1	17	43225842	0.00635	Plasma	2541260675	Urate
ENO3	17	4851387	0.129	Plasma	2502886220	Urate
ENGASE	17	77070906	0.86	Plasma	2575105739	Urate
OVCA2	17	1945316	0.0743	Plasma	2499980149	Urate
CCL15	17	34323476	0.482	Plasma	2532358309	Urate
CD68	17	7482809	0.0841	Plasma	2505517642	Urate
ACADVL	17	7120444	0.497	Plasma	2505155277	Urate
CXCL16	17	4636828	0.772	Plasma	2502671661	Urate
MPO	17	56347216	0.0855	Plasma	2554382049	Urate
PRKCA	17	64298731	0.0234	Plasma	2562333564	Urate
CCL14	17	34310324	0.193	Plasma	2532345157	Urate
CCL23	17	34340096	0.589	Plasma	2532374929	Urate
SERPINF2	17	1646130	0.000181	Plasma	2499680963	Urate
CCL23	17	34340096	0.917	Plasma	2532374929	Urate
CCL3	17	34415602	0.125	Plasma	2532450435	Urate
MRC2	17	60705031	0.258	Plasma	2558739864	Urate
CCL18	17	34391632	0.124	Plasma	2532426465	Urate
WFIKKN2	17	48912011	0.0397	Plasma	2546946844	Urate
PYY	17	42030106	0.829	Plasma	2540064939	Urate
NME2	17	49242796	0.0135	Plasma	2547277629	Urate
P4HB	17	79801035	0.972	Plasma	2577835868	Urate
SPHK1	17	74372665	0.979	Plasma	2572407498	Urate
CCL7	17	32597240	0.00181	Plasma	2530632073	Urate
CCL16	17	34303529	0.746	Plasma	2532338362	Urate
SHBG	17	7517264	0.263	Plasma	2505552097	Urate
CRK	17	1323983	0.113	Plasma	2499358816	Urate
GP1BA	17	4835572	0.943	Plasma	2502870405	Urate
GRN	17	42422614	0.187	Plasma	2540457447	Urate
LGALS3BP	17	76967320	0.391	Plasma	2575002153	Urate
CD300C	17	72537212	0.377	Plasma	2570572045	Urate
SCARF1	17	1537152	0.22	Plasma	2499571985	Urate
ASGR1	17	7076750	0.269	Plasma	2505111583	Urate
CCL5	17	34198495	0.823	Plasma	2532233328	Urate
CD300A	17	72462538	0.0961	Plasma	2570497371	Urate
MFAP4	17	19286755	0.00639	Plasma	2517321588	Urate
TNFSF12	17	7452375	0.0325	Plasma	2505487208	Urate
C1QL1	17	43037061	0.398	Plasma	2541071894	Urate
FAM20A	17	66531254	0.788	Plasma	2564566087	Urate
CNP	17	40118781	0.0182	Plasma	2538153614	Urate
NTN1	17	8924827	0.0267	Plasma	2506959660	Urate
HS3ST3B1	17	14204398	0.443	Plasma	2512239231	Urate
ATP1B2	17	7549945	0.456	Plasma	2505584778	Urate
ST6GALNAC2	17	74561459	0.113	Plasma	2572596292	Urate
ENTHD2	17	79202077	0.172	Plasma	2577236910	Urate
GLTPD2	17	4692259	0.749	Plasma	2502727092	Urate
MXRA7	17	74668633	0.22	Plasma	2572703466	Urate
NOTUM	17	79910383	0.6	Plasma	2577945216	Urate
HS3ST3A1	17	13397349	0.353	Plasma	2511432182	Urate
APOH	17	64208151	0.0282	Plasma	2562242984	Urate
FASN	17	80036214	0.00000773	Plasma	2578071047	Urate
NOG	17	54671060	0.203	Plasma	2552705893	Urate
LGALS9	17	25956824	0.414	Plasma	2523991657	Urate
SERPINF1	17	1665323	0.701	Plasma	2499700156	Urate
NPTX1	17	78440634	0.0424	Plasma	2576475467	Urate
GAA	17	78075355	0.317	Plasma	2576110188	Urate
NLGN2	17	7308193	0.722	Plasma	2505343026	Urate
ALDOC	17	26900133	0.997	Plasma	2524934966	Urate
ENPP7	17	77704705	0.677	Plasma	2575739538	Urate
B4GALT6	18	29202209	0.1117	Plasma	2608411708	Urate
SIGLEC15	18	43405640	0.7111	Plasma	2622615139	Urate
CHST9	18	24486445	0.168	Plasma	2603695944	Urate
DSC2	18	28638806	0.0598	Plasma	2607848305	Urate
HDHD2	18	44633779	0.8518	Plasma	2623843278	Urate
NETO1	18	70409549	0.2468	Plasma	2649619048	Urate
ZADH2	18	72907068	0.2637	Plasma	2652116567	Urate
NAPG	18	10525902	0.3859	Plasma	2589735401	Urate
SERPINB13	18	61254223	0.6123	Plasma	2640463722	Urate
SERPINB8	18	61637263	0.683	Plasma	2640846762	Urate
COLEC12	18	316737	0.3153	Plasma	2579526236	Urate
DSG2	18	29078140	0.1207	Plasma	2608287639	Urate
CNDP1	18	72201735	0.7378	Plasma	2651411234	Urate
SIGLEC12	19	51994481	0.712533	Plasma	2709145543	Urate
TMEM190	19	55888194	0.653914	Plasma	2713039256	Urate
NUCB1	19	49403569	0.650473	Plasma	2706554631	Urate
CLEC4G	19	7793844	0.209257	Plasma	2664944906	Urate
EBI3	19	4229520	0.427348	Plasma	2661380582	Urate
PLD3	19	40854363	0.014369	Plasma	2698005425	Urate
KLK13	19	51558883	0.989843	Plasma	2708709945	Urate
SARS2	19	39405906	0.400084	Plasma	2696556968	Urate
PDCD5	19	33072096	0.808877	Plasma	2690223158	Urate
ECH1	19	39306062	0.000822	Plasma	2696457124	Urate
GMFG	19	39818993	0.048818	Plasma	2696970055	Urate
LYPD3	19	43964939	0.629078	Plasma	2701116001	Urate
LTBP4	19	41098789	0.365584	Plasma	2698249851	Urate
HMHA1	19	1065922	0.182561	Plasma	2658216984	Urate
PNKP	19	50363139	0.000306	Plasma	2707514201	Urate
ELANE	19	851014	0.87542	Plasma	2658002076	Urate
PAK4	19	39616410	0.890088	Plasma	2696767472	Urate
PRTN3	19	840999	0.65901	Plasma	2657992061	Urate
CRLF1	19	18683030	0.380921	Plasma	2675834092	Urate
APOC1	19	45417504	0.606117	Plasma	2702568566	Urate
PIN1	19	9945933	0.784177	Plasma	2667096995	Urate
KLK14	19	51580752	0.07224	Plasma	2708731814	Urate
MUC16	19	8959520	0.058949	Plasma	2666110582	Urate
NCAN	19	19322767	0.080748	Plasma	2676473829	Urate
LILRA2	19	55084387	0.307509	Plasma	2712235449	Urate
LILRB3	19	54720147	0.425772	Plasma	2711871209	Urate
A1BG	19	58856544	0.397797	Plasma	2716007606	Urate
SIGLEC5	19	52115180	0.17944	Plasma	2709266242	Urate
RCN3	19	50031260	0.413622	Plasma	2707182322	Urate
BLVRB	19	40953672	0.109	Plasma	2698104734	Urate
IRF3	19	50162826	0.064756	Plasma	2707313888	Urate
KIR2DL3	19	55249978	0.17555	Plasma	2712401040	Urate
TRIP10	19	6737936	0.104939	Plasma	2663888998	Urate
TBCB	19	36605191	0.91971	Plasma	2693756253	Urate
PGLS	19	17622445	0.818404	Plasma	2674773507	Urate
SEPW1	19	48281842	0.159834	Plasma	2705432904	Urate
CD97	19	14491313	0.003954	Plasma	2671642375	Urate
BCAT2	19	49298319	0.148872	Plasma	2706449381	Urate
OLFM2	19	9964394	0.438561	Plasma	2667115456	Urate
PLAUR	19	44150247	0.091084	Plasma	2701301309	Urate
C3	19	6677715	0.99208	Plasma	2663828777	Urate
MIA	19	41277553	0.534083	Plasma	2698428615	Urate
CCL25	19	8117202	0.620501	Plasma	2665268264	Urate
SIGLEC6	19	52021073	0.271466	Plasma	2709172135	Urate
SIGLEC7	19	51645556	0.116386	Plasma	2708796618	Urate
C3	19	6677715	0.16851	Plasma	2663828777	Urate
BCAM	19	45312328	0.943585	Plasma	2702463390	Urate
KLK11	19	51525472	0.144589	Plasma	2708676534	Urate
KLK8	19	51499263	0.700057	Plasma	2708650325	Urate
SPINT2	19	38734675	0.598273	Plasma	2695885737	Urate
APOE	19	45409048	0.486767	Plasma	2702560110	Urate
CFD	19	859664	0.691617	Plasma	2658010726	Urate
CLEC11A	19	51226621	0.92621	Plasma	2708377683	Urate
LGALS4	19	39292311	0.328121	Plasma	2696443373	Urate
SIGLEC9	19	51628163	0.397359	Plasma	2708779225	Urate
CD209	19	7804879	0.623111	Plasma	2664955941	Urate
RETN	19	7733935	0.137339	Plasma	2664884997	Urate
CD33	19	51728320	0.752629	Plasma	2708879382	Urate
GP6	19	55525073	0.08234	Plasma	2712676135	Urate
ACP5	19	11685475	0.259916	Plasma	2668836537	Urate
FCER2	19	7753644	0.868436	Plasma	2664904706	Urate
PGLYRP1	19	46522411	0.189798	Plasma	2703673473	Urate
KLK7	19	51479724	0.365808	Plasma	2708630786	Urate
ANGPTL4	19	8428173	0.157426	Plasma	2665579235	Urate
NAPA	19	47990894	0.874926	Plasma	2705141956	Urate
ICAM1	19	10381769	0.015973	Plasma	2667532831	Urate
GDF15	19	18485541	0.077676	Plasma	2675636603	Urate
CLEC11A	19	51226621	0.920048	Plasma	2708377683	Urate
ADGRE2	19	14843204	0.83105	Plasma	2671994266	Urate
LILRB1	19	55128612	0.068881	Plasma	2712279674	Urate
LILRB2	19	54777666	0.482204	Plasma	2711928728	Urate
NOTCH3	19	15269849	0.141822	Plasma	2672420911	Urate
SEMA6B	19	4542605	0.030869	Plasma	2661693667	Urate
ICAM5	19	10400628	0.164324	Plasma	2667551690	Urate
IL27RA	19	14142574	0.042577	Plasma	2671293636	Urate
VAV1	19	6772719	0.134498	Plasma	2663923781	Urate
TNFSF14	19	6661264	0.345937	Plasma	2663812326	Urate
PGLYRP2	19	15579456	0.165246	Plasma	2672730518	Urate
PSG4	19	43696854	0.685034	Plasma	2700847916	Urate
PRKCSH	19	11546105	0.870778	Plasma	2668697167	Urate
C3	19	6677715	0.256842	Plasma	2663828777	Urate
DMKN	19	35988122	0.096538	Plasma	2693139184	Urate
PTPRS	19	5158506	0.123568	Plasma	2662309568	Urate
KLK10	19	51515995	0.007371	Plasma	2708667057	Urate
PVRL2	19	45349432	0.219614	Plasma	2702500494	Urate
LONP1	19	5691845	0.98299	Plasma	2662842907	Urate
IGLON5	19	51814898	0.490707	Plasma	2708965960	Urate
KLK15	19	51328545	0.348271	Plasma	2708479607	Urate
LILRB5	19	54753279	0.290847	Plasma	2711904341	Urate
LILRA6	19	54740468	0.493225	Plasma	2711891530	Urate
IGFLR1	19	36229702	0.704488	Plasma	2693380764	Urate
LILRA5	19	54818353	0.891109	Plasma	2711969415	Urate
COMP	19	18893583	0.560375	Plasma	2676044645	Urate
ICAM5	19	10400628	0.17741	Plasma	2667551690	Urate
SIGLEC14	19	52145806	0.129269	Plasma	2709296868	Urate
LILRA4	19	54844456	0.789375	Plasma	2711995518	Urate
PRSS57	19	685546	0.455318	Plasma	2657836608	Urate
NCR1	19	55417506	0.027301	Plasma	2712568568	Urate
LILRA5	19	54818353	0.887039	Plasma	2711969415	Urate
QPCTL	19	46195661	0.373332	Plasma	2703346723	Urate
LGALS7	19	39261608	0.005043	Plasma	2696412670	Urate
B3GNT8	19	41931264	0.151229	Plasma	2699082326	Urate
PSG5	19	43670408	0.579802	Plasma	2700821470	Urate
PSG9	19	43715943	0.79371	Plasma	2700867005	Urate
ADCK4	19	41197419	0.635824	Plasma	2698348481	Urate
CD177	19	43857838	0.318355	Plasma	2701008900	Urate
KIRREL2	19	36346763	0.376807	Plasma	2693497825	Urate
FUT3	19	5842899	0.000803	Plasma	2662993961	Urate
FUT5	19	5865837	0.000139	Plasma	2663016899	Urate
APMAP	20	24943561	0.008379	Plasma	2741199886	Urate
GNRH2	20	3024268	0.755745	Plasma	2719280593	Urate
PLCB1	20	8057898	0.207961	Plasma	2724314223	Urate
WFDC2	20	44098393	0.176971	Plasma	2760354718	Urate
MAPRE1	20	31407760	0.158648	Plasma	2747664085	Urate
FLRT3	20	14303631	0.212286	Plasma	2730559956	Urate
CST4	20	23666277	0.145157	Plasma	2739922602	Urate
YWHAB	20	43514343	0.188154	Plasma	2759770668	Urate
BPIFB1	20	31861286	0.421817	Plasma	2748117611	Urate
PLTP	20	44527260	0.036599	Plasma	2760783585	Urate
ATRN	20	3451665	0.561598	Plasma	2719707990	Urate
GSS	20	33516235	0.117822	Plasma	2749772560	Urate
PCK1	20	56136136	0.022809	Plasma	2772392461	Urate
ITPA	20	3189514	0.931514	Plasma	2719445839	Urate
DTD1	20	18568586	0.274324	Plasma	2734824911	Urate
MMP9	20	44637547	0.161812	Plasma	2760893872	Urate
CST3	20	23607343	0.301529	Plasma	2739863668	Urate
LBP	20	36974885	0.041851	Plasma	2753231210	Urate
CST7	20	24929905	0.507192	Plasma	2741186230	Urate
CST5	20	23856571	0.509928	Plasma	2740112896	Urate
BPI	20	36932552	0.33205	Plasma	2753188877	Urate
NSFL1C	20	1422807	0.326226	Plasma	2717679132	Urate
CST2	20	23804406	0.270233	Plasma	2740060731	Urate
SLPI	20	43880880	0.00805	Plasma	2760137205	Urate
PLCG1	20	39765600	0.003152	Plasma	2756021925	Urate
CTSZ	20	57560741	0.557831	Plasma	2773817066	Urate
JAG1	20	10618332	0.000345	Plasma	2726874657	Urate
CPNE1	20	34213953	0.298259	Plasma	2750470278	Urate
SIRPA	20	1874813	0.075407	Plasma	2718131138	Urate
CST1	20	23728199	0.632105	Plasma	2739984524	Urate
POFUT1	20	30795683	0.08416	Plasma	2747052008	Urate
ASIP	20	32782375	0.016402	Plasma	2749038700	Urate
CBLN4	20	54572413	0.38357	Plasma	2770828738	Urate
SIRPB1	20	1542031	0.577827	Plasma	2717798356	Urate
CPXM1	20	2774720	0.680801	Plasma	2719031045	Urate
WISP2	20	43343485	0.704723	Plasma	2759599810	Urate
MATN4	20	43922085	0.015845	Plasma	2760178410	Urate
SPINT3	20	44141101	0.144452	Plasma	2760397426	Urate
OXT	20	3052266	0.911599	Plasma	2719308591	Urate
RSPO4	20	939095	0.527516	Plasma	2717195420	Urate
EMILIN3	20	39988602	0.365641	Plasma	2756244927	Urate
ENTPD6	20	25176329	0.00281	Plasma	2741432654	Urate
SIRPG	20	1609798	0.118952	Plasma	2717866123	Urate
PDXK	21	45138975	0.853226	Plasma	2824329804	Urate
CBR1	21	37442239	0.296964	Plasma	2816633068	Urate
CBR3	21	37507377	0.234252	Plasma	2816698206	Urate
COL6A2	21	47518026	0.75619	Plasma	2826708855	Urate
COL6A1	21	47401684	0.679652	Plasma	2826592513	Urate
MX1	21	42791947	0.483539	Plasma	2821982776	Urate
HSPA13	21	15743436	0.583854	Plasma	2794934265	Urate
COL18A1	21	46825080	0.370502	Plasma	2826015909	Urate
IL10RB	21	34638672	0.000214	Plasma	2813829501	Urate
ADAMTS5	21	28290241	0.48546	Plasma	2807481070	Urate
APP	21	27252861	0.553662	Plasma	2806443690	Urate
ICOSLG	21	45636897	0.015946	Plasma	2824827726	Urate
FAM3B	21	42676139	0.879795	Plasma	2821866968	Urate
NCAM2	21	22370727	0.001189	Plasma	2801561556	Urate
DSCAM	21	41382926	0.805242	Plasma	2820573755	Urate
FAM3B	21	42676139	0.612258	Plasma	2821866968	Urate
IFNAR1	21	34696734	0.015442	Plasma	2813887563	Urate
TFF1	21	43782391	0.999804	Plasma	2822973220	Urate
TFF2	21	43766466	0.490001	Plasma	2822957295	Urate
CSF2RB	22	37309670	0.87798	Plasma	2864573969	Urate
TYMP	22	50964181	0.11502	Plasma	2878228480	Urate
APOL1	22	36649117	0.07967	Plasma	2863913416	Urate
APOBEC3G	22	39473072	0.55746	Plasma	2866737371	Urate
CCDC134	22	42196683	0.23207	Plasma	2869460982	Urate
SELM	22	31500758	0.09884	Plasma	2858765057	Urate
NPTXR	22	39214457	0.11736	Plasma	2866478756	Urate
TCN2	22	31002990	0.59479	Plasma	2858267289	Urate
APOL3	22	36536378	0.77788	Plasma	2863800677	Urate
SCO2	22	50961997	0.53247	Plasma	2878226296	Urate
KREMEN1	22	29469023	0.41883	Plasma	2856733322	Urate
ST13	22	41220539	0.00666	Plasma	2868484838	Urate
SEZ6L	22	26565428	0.11789	Plasma	2853829727	Urate
TIMP3	22	33197691	0.02347	Plasma	2860461990	Urate
IL17RA	22	17565844	0.00895	Plasma	2844830143	Urate
SERPIND1	22	21128401	0.23568	Plasma	2848392700	Urate
MAPK12	22	50683879	0.87443	Plasma	2877948178	Urate
RTN4R	22	20228938	0.8962	Plasma	2847493237	Urate
TCN2	22	31002990	0.08909	Plasma	2858267289	Urate
MFNG	22	37865101	0.62063	Plasma	2865129400	Urate
FAM19A5	22	48885365	0.48834	Plasma	2876149664	Urate
CECR1	22	17659680	0.65763	Plasma	2844923979	Urate
FBLN1	22	45898118	0.09605	Plasma	2873162417	Urate
IGLL1	22	23915312	0.57765	Plasma	2851179611	Urate
CHKB	22	51017388	0.26665	Plasma	2878281687	Urate
LARGE	22	33558212	0.57168	Plasma	2860822511	Urate
TPST2	22	26917962	0.00153	Plasma	2854182261	Urate
MIF	22	24236570	0.92438	Plasma	2851500869	Urate
A4GALT	22	43088127	0.00471	Plasma	2870352426	Urate
SCARF2	22	20778874	0.05053	Plasma	2848043173	Urate
SCUBE1	22	43593286	0.18303	Plasma	2870857585	Urate
PLXNB2	22	50713408	0.97981	Plasma	2877977707	Urate
IL2RB	22	37521883	0.99373	Plasma	2864786182	Urate
SHANK3	22	51112843	0.55101	Plasma	2878377142	Urate
ANGPTL3	1	63063191	0.96885	Plasma	63063191	Gout
MCL1	1	150533371	0.91488	Plasma	150533371	Gout
MXRA8	1	1288069	0.34534	Plasma	1288069	Gout
PGLYRP3	1	153269592	0.02274	Plasma	153269592	Gout
CD58	1	117057156	0.5541	Plasma	117057156	Gout
REG4	1	120336640	0.16232	Plasma	120336640	Gout
CHI3L1	1	203148059	0.67269	Plasma	203148059	Gout
ANGPTL1	1	178818670	0.10177	Plasma	178818670	Gout
TINAGL1	1	32042086	0.97734	Plasma	32042086	Gout
TBCE	1	235491885	0.0717	Plasma	235491885	Gout
TNR	1	175284330	0.0157	Plasma	175284330	Gout
CREB3L4	1	153940010	0.1013	Plasma	153940010	Gout
AK2	1	33473541	0.54736	Plasma	33473541	Gout
TAGLN2	1	159887897	0.45183	Plasma	159887897	Gout
CRABP2	1	156669398	0.03339	Plasma	156669398	Gout
S100A2	1	153533584	0.70689	Plasma	153533584	Gout
RNPEP	1	201951500	0.13721	Plasma	201951500	Gout
DARS2	1	173793791	0.70276	Plasma	173793791	Gout
CACYBP	1	174968300	0.71413	Plasma	174968300	Gout
PPIH	1	43124006	0.38551	Plasma	43124006	Gout
GLRX2	1	193059996	0.46396	Plasma	193059996	Gout
INPP5B	1	38326369	0.62399	Plasma	38326369	Gout
AHCYL1	1	110527387	0.1409	Plasma	110527387	Gout
NEK7	1	198126124	0.76136	Plasma	198126124	Gout
PTGFRN	1	117452538	0.26797	Plasma	117452538	Gout
S100A6	1	153507075	0.82201	Plasma	153507075	Gout
NEGR1	1	71861626	0.37242	Plasma	71861626	Gout
FH	1	241660811	0.97861	Plasma	241660811	Gout
MAN1C1	1	25943282	0.66693	Plasma	25943282	Gout
NADK	1	1682671	0.76743	Plasma	1682671	Gout
SPSB1	1	9352953	0.90711	Plasma	9352953	Gout
KPNA6	1	32573657	0.9294	Plasma	32573657	Gout
CRYZ	1	75171166	0.04939	Plasma	75171166	Gout
C1QC	1	22970126	0.92043	Plasma	22970126	Gout
S100A4	1	153516089	0.58286	Plasma	153516089	Gout
ISG15	1	936518	0.082	Plasma	936518	Gout
RBP7	1	10057264	0.72908	Plasma	10057264	Gout
CAPN2	1	223889295	0.62832	Plasma	223889295	Gout
CLIC4	1	25071873	0.73307	Plasma	25071873	Gout
AGO3	1	36396319	0.89544	Plasma	36396319	Gout
GBP1	1	89517565	0.96469	Plasma	89517565	Gout
BOLA1	1	149859440	0.02562	Plasma	149859440	Gout
FCGR3A	1	161511549	0.65069	Plasma	161511549	Gout
GSTM1	1	110230436	0.05155	Plasma	110230436	Gout
CFHR1	1	196788861	0.45862	Plasma	196788861	Gout
LEFTY2	1	226124298	0.81796	Plasma	226124298	Gout
LEFTY2	1	226124298	0.99203	Plasma	226124298	Gout
CLSTN1	1	9788984	0.8772	Plasma	9788984	Gout
AMY2B	1	104096437	0.78254	Plasma	104096437	Gout
CR2	1	207627575	0.4982	Plasma	207627575	Gout
FCRLB	1	161691353	0.8819	Plasma	161691353	Gout
CFHR2	1	196912868	0.26071	Plasma	196912868	Gout
IL6R	1	154377669	0.07146	Plasma	154377669	Gout
XCL2	1	168510006	0.28816	Plasma	168510006	Gout
HSPG2	1	22148737	0.34593	Plasma	22148737	Gout
CFHR5	1	196946686	0.90823	Plasma	196946686	Gout
MYOC	1	171604557	0.86147	Plasma	171604557	Gout
RSPO1	1	38076951	0.46532	Plasma	38076951	Gout
APOA1BP	1	156561548	0.35139	Plasma	156561548	Gout
HDGF	1	156711901	0.09731	Plasma	156711901	Gout
SEMA4A	1	156117157	0.30848	Plasma	156117157	Gout
DDOST	1	20978260	0.69536	Plasma	20978260	Gout
