Classify	Species	P347477A	P348452C	P348676C	P348741C	P348867B	P349202C	P349441C	P350402B	P350638C	P350819D	P350890B	P350951C	P351263B	P351443D	P351788D	P352277C	P352458C	P352738D	P352756B	P353024B	P353053C	P353285A	P353465C	P353478C	P354143B	P354149D	P354238B	P354575B	P354947C	P355118C	P355538C	P355926C	P356138C	P356149C	P356638C	P356988C	P357549A	P357552B	P358432B	P358702B	P358947B	P359231B	P359497B	P359738B	P360160A	P360450B	P360616C	P360895C	P361487D	P361933B	P361995C	P362591C	P362608C	P362680A	P363606B	P363703B	P364289B	P364305C	P364358B	P364417B	P364666C	P364696B	P364758C	P364765D	P365035B	P365052B	P365459D	P365479D	P365533C	P365726B	P366184B	P366396B	P366418C	P367034C	P367853B	P368478C	P368499B	P369114C	P369136C	P369177C	P369199D	P369797C	P371331B	P371418B	P371464B	P371627B	P371780B	P371964D	P371965D	P371978C	P372006A	P372419C	P372432D	P373384C	P373415B	P373450D	P373954D	P373965B	P374193C	P374232B	P374257D	P374263C	P374270C	P375029C	P375279C	P375618D	P376114B	P376225C	P376980C	P377167C	P377208D	P377667D	P377807C	P378261C	P378289C	P378538B	P378561D	P378578C	P379851C	P380191C	P380268C	P380942D	P381048C	P381483D	P381530D	P381778C	P381867C	P381881B	P382484C	P382576C	P382741C	P383027C	P383031C	P383336B	P383573C	P384256D	P384638C	P385669D	P386309D	P386345C	P388146C	P388277B	P388956B	P388989B	P389450C	P390374C	P390572C	P390608B	P390944D	P391412B	P392500C	P392599A	P392604C	P392718C	P392754B	P392851B	P392861D	P392875C	P393552C	P393629A	P394276C	P394952C	P395023B	P395560A	P395998D	P396262C	P396832B	P396833B	P397078B	P397353B	P397467A	P397578A	P397584D	P397824C	P398375B	P398563B	P398609C	P399078A	P400525D	P401286B	P401414A	P402032B	P402036C	P403023B	P403027B	P403521D	P403961D	P404151C	P404193C	P405115B	P406033B	P406952A	P408672B	P409120C	P410376D	P410516B	P410663B	P412220B	P413028B	P413804C	P414209B	P414382D	P414597B	P414844D	P416163A	P416483D	P416611D	P416648C	P418499B	P418647D	P419127A	P419725C	P419943C	P420760C	P420854D	P420905D	P421159C	P421544D	P421646D	P422125D	P422347C	P422381A	P422714C	P423275D	P423279B	P423522C	P424027B	P424073B	P424096C	P424311C	P424439C	P424824B	P426273D	P426845A	P427064B	P427510D	P428065B	P428276D	P428285D	P428541D	P429737D	P430130C	P430146B	P430569C	P430712A	P430886C	P431330C	P432539C	P432555B	P432847A	P433669B	P433743C	P433746A	P433894C	P434204D	P434556D	P434867C	P435484B	P435499D	P435780C	P436264D	P436410D	P437107D	P437295A	P438323D	P438784D	P438847D	P438867D	P439900D	P440039A	P440123A	P440440C	P440486C	P441625B	P441696A	P442212D	P442263C	P442328B	P443405C	P443541C	P443887D	P444556D	P445203D	P445338A	P445807C	P445935B	P446338D	P446506A	P446548A	P446719D	P447131B	P447140D	P447223B	P447642B	P447961D	P448151A	P448183B	P448378D	P448749C	P448868A	P449006D	P449895D	P450023D	P450721D	P450898B	P451740C	P452011C	P452045D	P452067D	P452068A	P453769B	P453780A	P454268A	P455076C	P455993D	P456202B	P457953B	P459522C	P461311D	P462536C	P462707D	P462934A	P463971D	P466661C	P466809C	P466853B	P467529B	P467815D	P469446D	P470061D	P470355A	P470357A	P470440A	P470877A	P471430A	P471949C	P473097C	P473414C	P473876D	P474190D	P477401B	P477540A	P478736C	P478805B	P478806A	P479612A	P479947D	P480512A	P480527D	P480821A	P480876C	P481399D	P481732A	P482331A	P482738C	P483076A	P484468C	P484752C	P484929A	P485297D	P486042A	P486310A	P486478D	P486623A	P486636B	P486663D	P487850D	P488253A	P488619D	P488828C	P489300C	P490091D	P491519A	P491912C	P492151D	P492202A	P492215A	P493593A	P493823A
Peptostreptococcus_russellii	Peptostreptococcus_russellii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_SGB749	Peptostreptococcus_SGB749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227	0	0	0	0	0	0	0	0	0.08475	0	0.01337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_sp_MV1	Peptostreptococcus_sp_MV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86144	0	0.02984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium_faecium	Phascolarctobacterium_faecium	2.07464	3.12083	0.04505	2.35235	0.00094	1.21028	0.10912	0.12745	0.6854	0	0	0.18354	0	3.18433	0.04317	0.00906	0.40128	0.01699	0.81737	0	0	0	0.32	1.97902	0.22628	0	2.7121	0.21101	0	0	0	0.71127	0.97649	1.34865	0.04196	1.49109	1.53436	2.86474	0.009	1.43867	2.54741	0.13139	0.02859	0.18618	0	0	0.88997	0.69252	1.49711	1.01794	1.72392	0.47995	0.00359	0	0.28475	2.47359	0.88781	0.00446	2.36377	7.46777	2.37357	0.25412	2.95767	6.04057	1.72953	0	0.08643	1.74829	0.43396	0.7122	4.83103	0.30137	2.24982	2.15178	2.82542	0	0	0.2532	0.70981	0	1.70747	10.85302	0	0.00962	0.55833	0	0	1.24377	1.14958	0	2.57426	0.06497	0	2.70726	0.14739	0.49959	0	0.4743	0	0	0.2166	0	0.74664	0.87977	0	1.71041	0.00787	0.91591	0	0.81622	0.65048	0	0.10078	0.98588	0.47634	3.35139	0	7.85628	1.21084	0.04019	0.99912	1.864	0	5.93375	0.23015	1.07734	0.19217	0.01205	0	0.95309	9.89738	22.18968	0.20481	0	0.00068	0	1.15795	0	0	0	0.53908	0.45615	0.42704	3.86552	0.67802	0	2.5109	0.91872	0	0.19261	9.97259	0.00064	1.56258	0.88006	0.88757	0.11173	0.2498	0.50127	7.08697	7.40045	1.17101	0.29073	0.9197	2.51871	0	0.66925	0.70946	0.03729	0.10008	0.2326	2.84258	0.40096	0.01846	0	0.0371	0.80443	0	2.14018	0.00316	0.12497	1.92937	0.21234	0	1.49127	6.26504	0.24373	3.54071	1.89233	0.11042	0.09242	2.87024	1.3106	1.04812	0	0	0	0.12421	0	0.00469	0	0.30041	0	0	0	0.06072	0.07084	3.16136	1.42801	0	0.19007	0.08348	1.43612	0	1.69826	0	0	2.43466	0	0.30727	0	0.12721	0	0.00668	0.58509	6.54383	5.22103	2.3344	0.32984	0.33575	0.58037	1.41804	0.506	0	5.86366	0.17401	0.19682	2.14091	1.4858	0	2.01881	0.11322	0	0.53783	0.00156	0	2.11506	1.27572	0	0.26999	0	2.49565	1.94489	1.25012	0.5503	0	0.83855	1.19257	1.88387	1.68835	0	0.2744	1.01969	0	0.01837	4.75621	0	1.41334	0.16764	0.07261	0.46618	0.31164	10.89268	0	0.63883	1.39553	0.07113	0.00823	1.14636	1.35967	0.43444	1.11022	0.13183	0	0	0	3.08341	0.03184	0	0.75026	0	0.6857	0.6098	0.78944	0.5151	0	0.00655	15.25467	0.28921	0	4.19959	0	0	0	0.22979	0.15965	0.09572	0.50406	0.21933	0.42444	0	0.11206	0.16989	0.3911	0.65505	0.58716	0.55519	0	1.66627	0.53221	0	0.15404	0.95567	1.58085	0.08409	0.16046	0.6489	0	0.00699	0.01	0.07681	0	4.34783	4.2189	5.12462	0.98867	0.19705	0	0.49661	1.24516	2.54819	0	0.05396	2.43365	0.08332	0.90169	0	0.12159	0	0.62607	0.65127	0.34027	0.0131	0.00057	0.18126	0	1.05798	0.0473	0.00509	0.90566	1.00824	0.43003	11.01937	0	0.74688	4.90445	1.61703	0.0738	2.72752	0.97172	0	0	0.43058	0.80924	0.10136	0.23374	0.77067	0.27056	0	0
Phascolarctobacterium_SGB4573	Phascolarctobacterium_SGB4573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08628	0	0	0.25321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16705	0	0	0	0	0	0	0	0	0	0.01702	0	0	0.088	0	0	0	0	0	1.25685	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18382	0	0	0	0	0	0	0	0	0	0	0	0.20809	0	0	0	0	0	0.01374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03055	0.00377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium_SGB5790	Phascolarctobacterium_SGB5790	0	0.26879	0.00634	0	0	0	0	0	0	0	0	0	0	0	0	0.01224	0	0	0.1918	0	0	0	0	0	0.00784	0	0	0	0	0	0	0	0	0	0	0	0.12487	0	0	0.09655	0	0	0	0	0.4879	0	0	0.38405	0.29368	0	0	0	0	0	0	0	0	0	0.00929	0	0	0	0	0.00236	0	0	0	0	0	0	1.93198	2.07622	3.16882	0	0	0	0	0	0	0	0	0	0	0	0.06752	0	0	0.24343	0	0	0	0	0	0	0	0	0	0.82906	0	0	0	0	0	0	0	0	0	0	0	0	0.11821	0	0	0	0	0	0	0.57276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35101	0	0	0	0.0021	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0.16907	0	0	0	2.42334	0	0	0	0	0	0	0	0	0	0	0	0	0.02589	0	0	0	0	0	0	0.46952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00703	0	0	0	0	0	5.3509	0	0	0	0	0	0	0	0	0	0	0	0.04886	0.01749	0	0	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07491	0	0	0.00035	0	0	0	0	0	0	0	0.17112	0	0.00432	0	0.3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28925	0	0	0	0	0.78288	0.56957	0	0.0356	0	0	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium_succinatutens	Phascolarctobacterium_succinatutens	0	0	0	0	6.90339	0	1.14339	0	0	0	0	0	2.47521	0	0.82864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13639	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19149	0	0	0	0	0	0	0	0	1.68505	0	0	0	8.42971	0	0	0	0	0	0	1.24749	0	0	0	0	0	0.11797	0	0	0	0	0	0	0	0	2.68329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38459	0	0	1.58547	0	0	0	0	0	0	0	0	0	0	0	0	0.3362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41876	0	0	0	0.93316	0	0	0	0	0	0.00125	0	0	0	0	0	0.21983	0.34112	0	0	0	0	0	0.17673	0	5.54597	0	0	0	0	0	0	0	0	0.93553	0	1.9612	0	0	1.12321	0	0	0	0.06623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5265	0	8.35612	0	0	0	0	0.43247	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77785	1.57594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenylobacterium_haematophilum	Phenylobacterium_haematophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola_abscessus	Phocaeicola_abscessus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola_barnesiae	Phocaeicola_barnesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.27918	0	0	3.14957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocaeicola_coprocola	Phocaeicola_coprocola	0	0	0	0	0	0	0	0	0.52231	0	0.00248	0.01947	0	0	0.3505	0	0	0	0.01098	0	0	0	0.08351	0	0.62862	0.00345	0	0	0	1.07791	0	0	0.04597	0	0	0	9.62244	0	0.01264	0	0	0.09816	0	0	8.29017	0	0	0	0	0	0	0	0	0	0.00131	0.05293	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0.0542	0	0	0	0	0	0	0	0.20089	0	0	0	0	0.65176	0	0	0	0	0.23171	0.00156	0	0.77112	0	0	0.21136	0	0	0	2.9399	0	1.67994	0.34908	0	7.17423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08224	0	6.13605	0	0	0	0	0.05183	0	0	0	0.01822	0	0.07682	0	0	0	8.46652	0	0	0	0	3.41296	0	0	6.2151	0	0	0.314	0	0	0	0	0	0.17519	0	0	0	0	0	0	0.08747	0	0	0	0	0	0	0	0	0	0	0	0	0.00554	0.20303	0	0.04079	0	5.47791	0.06831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193	0	0	9.80573	0	0	0	0	0	0	0.00915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64916	0	0	0	0	0.98927	0	0	0	0	0	0	1.11493	0	0.3694	2.04326	0	0	0.00347	0	0	0	2.6424	0	0.00611	0	0	0	0.68018	2.11624	0	0	0	0	0	0.0389	0	0	0	0	0	0	0.52787	0	0	0.00104	0	0.07532	0	0	0	0	0	0	0	0	0	0.04085	0	0	0	0	0	0.19656	0.99531	0.93058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27483	0	0	0	0	0	0	0.00422	0	0	0.82966	0	0	0	0	0	0	0.00312	0	0	0	0	0.12263	0.01173	0.00381	0	0	0	0.0485	0	0	0.26189	6.32589	0	0	0	0	0	0.00504	6.79519	0	0	26.97569	0	0.79191	0.15287	0	0	0	0	0.26046	0	0	0	0.06447	0	0	0	0	0.00888	0	0	0	0.05871	0.48632	0	0
Phocaeicola_coprophilus	Phocaeicola_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50404	0	0	0.00197	0	0	0	0.01028	0	0	0	3.60912	0	0	0	0	0	0	0	0	0	0	5.32574	0	0	0	0	0	0	0	7.22129	0	1.13978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34702	0	0	0	0	0	0	0	0	0	0	0	0	0.0719	0	0	0	0	0	0	3.06268	0.07954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15862	0	0	0	0	0	0	0	0.00919	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	1.89916	0	0.31023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26753	0	0	0	8.9344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64826	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08481	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	1.19395	0	0	0	0	0	0	0	0	0	0	0	0
