NO,Composition
P0807,Baifengxian;×ÏDingxiang¸ù;Danggui;Zirantong;Xiejie;Moyao;Chuangong;Chishao;Gutongqian;Honghua;Chuanliuxi;Wujiapi;Ê¯ÝÅÆÑ;Cangshu;Muxiang;Qingjiu;Shechuangzi;Fuzi;Rougui;Banxia;Shihu;Pixie;Lujiao;Hugu;Shexiang
P0808,Qianghuo;Mahuang;Danggui;Gongdingxiang;Duhuo;Fuzi;Cangshu;Caowu;Shengma;Honghua;Banxia;Wuchuan;Baizhi;½ªÆ¤;Shengdihuang;ÝÅÆÑ
P0809,Shengdihuang;Muxiang
P0810,Huangyaozi;Mangxiao
P0811,Qilinxian;Jingjie;Fangfeng;Muxiang;Danggui;Wuyao;Mugua;Shengdihuang;Honghua;Xuduan
P0812,Chuanshanjia;Dingpi;Danggui;Baicaoshuang;èÁèËÒ¶
P0813,Niuhuang;Xionghuang;Ruxiang;Moyao;Dingxiang;Shexiang;Mangxiao
P0814,Guangdongyangpijinzhi
P0815,Æ½Î¸É¢
P0816,Xiejie;Þ»±¾;Huixiang;Ruxiang;Moyao;Qinfen;Qiandan;»ÆLa;ÂéÓÍ
P0817,Huoxiang;Baizhi;Danggui;Beimu;´ó·ç×Ó;Muxiang;Bailian;Wuyao;Shengdihuang;Laifuzi;Dingxiang;Baiji;Jiangcan;Xixin;±ÍÂé×Ó;Tanxiang;Qingjiu;Fengfang;Fangfeng;Wujiapi;Kushen;Rougui;²õÍÉ;Dingpi;°×ÏÊÆ¤;Qianghuo;Shengdihuang;Quanxie;Chishao;¸ßLiangjiang;Xuanshen;Tiannanxin;±î¼×;Jingjie;Liangtoujian;Duhuo;Sumu;Jiqiao;Lianqiao;Qilinxian;Taoren;Liuxi;Honghua;Xuduan;»¨°ÙÍ·;Kuxinren;Cangshu;Aiye;Þ»±¾;Husuibu;Chuangong;Huangqin;Mahuang;Gancao;Zhizi;Wuchuan;Zaojia;Banxia;Caowu;Zijinpi;Çå·çÌÙ;Dahuang;Wugong;ÉßÍÉ;»±Ö¦;ÌÒÖ¦;Liuzhi;Sangzhi;é¬Ö¦;ÓÜÖ¦;èúÖ¦;Xieyutan;ÂéÓÍ;Songxiang;Baicaoshuang
P0818,Wuchuan;Caowu;Shengdihuang;Danggui;Gansong;Zijinpi;Xixin
P0819,Danggui;Mubiezi;ÖªÄ¸;Wubeizi;Xixin;Baizhi;»±Ö¦;Liuzhi;Xiejie;Ruxiang;Moyao;Qinfen;Xionghuang;Shexiang;Songxiang;Liqin
P0820,Songxiang;Congbai;Shengjiang;ÉÕJiu;Ã×´×
P0821,Xiejie;Huangbai;Gancao;Baizhi;Bailian;Baiji;Danggui;Mituoseng
P0822,Xiejie;Qiandan;Bailian;Baiji;¸ð²¼
P0823,Danggui;Jianghuang;Zijinpi;Xixin;Dahuang;Wuchuan;Zaojiao;Rougui;Í¸¹Ç²Ý;Dingxiang;Baizhi;Honghua
P0824,Huanglian;Binlang
P0825,Dahuang;Ü½ÈØÒ¶;Huangqin;Huangbai;Huafen;»¬Ê¯;Qiandan
P0826,Canger×Ó;Zhangmuzi;ÕÁÄ¾Æ¤;Fangfeng;±¡ºÉ;Huangbai;Cangshu
P0827,Liangjiang;Wuzhuyu;Jinmaogouji;Mubiezi;Baijiaoxiang;Guijia;Liuxi;Danggui
P0828,Tianhuafen;Huangbai;Jianghuang;Baizhi;Chenpi;Gancao;Cangshu;Tiannanxin;Houpu;Ê¯ÝÅÆÑ;Yujin;Banxia
P0829,Tianhuafen;Huangbai;Dahuang;Jianghuang;Baizhi;Houpu;Chenpi;Gancao;Cangshu;Tiannanxin
P0830,Ruxiang;Moyao;»¬Ê¯;Binpian
P0831,Ruxiang;Songxiang;Fengxiang;Wubeizi;Gougu;¹øµ×Ä«;Xiaomai
P0832,ÇàÄï×Ó;Hongliangzi;±ÍÂé×Ó;Danggui;Baizhi;Zhizi;Ruxiang;Songxiang;Xiangyou
P0833,Ruxiang;Liqin;»ÆLa;Baijiaoxiang;Kuxinren
P0834,Huaruishi;ÊÔ½£²Ý;Ruxiang;ÐÂÍßÄ©
P0835,Ruxiang;Moyao;Xiejie;°¢Îº;Shexiang;Dahuang;Huanglian;Huangbai;Fangfeng;Jingjie;Shaoyao;Baizhi;Xuanshen;Danggui;Lianqiao;Badou;Sumu;´ó·ç×Ó;Mubiezi;Chuanshanjia;Qiandan;»±Ö¦;ÌÒÖ¦;Liuzhi;Qingmayou
P0836,Danggui;Chishao
P0837,Zhusha;Shexiang;Dingxiang;Wumei;Wuchuan;Caowu;Danggui;Shannai;Ruxiang;Zaojiao
P0838,»Æ¾£;Zijinpi;Danggui;Wujiapi;Mugua;Danshen;Qianghuo;Chishao;Baizhi;Jianghuang;Duhuo;Gancao;Qingjiu;Tianhuafen;Liuxi;Chuangong;Lianqiao;Qilinxian;Ä¾Fangji;Fangfeng;Maqianzi
P0839,ÂÞÈ¹´øÒ¶;Shanmu;»±Ö¦
P0840,¶ú²ÝÒ¶;Zelan
P0841,Shengjiang;Congbai;¾Â°×;´óËâ;·ïÏÉ»¨;Sangzhi;»±Ö¦;Liuzhi;ÌÒÖ¦;Cebai;Aiye;°×½æ×Ó;Huajiao;Ganjiang;ÅÚ½ª;Baifuzi;Fuzi;Wuchuan;Caowu;Dahuang;Cangshu;Gansui;Tiannanxin;Banxia;Chuangong;Danggui;Mahuang;Tianma;Jingjie;Fangfeng;Zisu;Xixin;Gancao;Qianghuo;Duhuo;Xiewei;Chenpi;Chishao;Baizhi;Zijinpi;Ê¯ÝÅÆÑ;Qilinxian;±ÍÂé×Ó;Mubiezi;Ruxiang;Moyao;Husuibu;Xuduan;Rougui;Muxiang;Yanhusuo;Wulinzhi;Baiji;Bailian;Jiangcan;Zaojiao;Chuanshanjia;Taoren;Honghua;Zirantong;ÉßÍÉ;Â¶Fengfang;Dilong;Duzhong;Xiangfu;Mugua;Wujiapi;Xionghuang;Minfan;Sumu;Yuanzhi;Wuyao;Liuxi;Shechuangzi;Qingjiu;Houpu;Cansha;·¢ÍÅ;Qiandan;Songxiang;³àShizhi;Mituoseng;Shihui;Lujiao;ËÕºÏÏã;Zhangnao
P0842,Fuzi;Baifuzi;Tiannanxin;Banxia;Wuchuan;Caowu;Mahuang;Dahuang;Qianghuo;Cangshu;Chuangong;Danggui;Jianghuang;Xixin;Fangfeng;Gansui;Yanhusuo;Qilinxian;Wuyao;Duhuo;Wulinzhi;Qianniuzi;Jingjie;Sanleng;Wushu;Þ»±¾;Chishao;Baishao;Zisu;Xiangfu;Baizhi;Qingpi;Chenpi;Tianma;Qingjiu;Zhishi;Houpu;Binlang;Yuanzhi;Yizhiren;Duzhong;Liuxi;Xuduan;Zijinpi;Rougui;Wujiapi;Mugua;Wuzhuyu;Shechuangzi;Buguzhi;Bajiaohuixiang;BajiÌì;Huluba;Badou;Kuxinren;Taoren;Sumu;Honghua;²Ý¹û;Liangjiang;Zaojiao;Husuibu;Zirantong;Liujilu;Âí±Þ²Ý;Daji;ÉÌÂ½;Ü¾»¨;Fangji;Gancao;Mubiezi;±ÍÂé×Ó;Chuanshanjia;Fengfang;Quanxie;ÉßÍÉ;ÜêÜØ;Gansong;Shannai;Huanglian;Huangbai;·¢ÍÅ;Cansha;Dilong;Shengjiang;Congbai;¾Â°×;´óËâ;Sangzhi;Canger×Ó;·ïÏÉ»¨;»±Ö¦;Liuzhi;ÌÒÖ¦;Ganjiang;Aiye;Cebai;ÅÚ½ª;Ê¯ÝÅÆÑ;Hujiao;Huajiao;°×½æ×Ó
P0843,Mubiezi;Honghua;Banxia;Husuibu;Gancao;Congbai
P0844,Ôí·¯
P0845,Shanyangxie;Sanqi;ºÚÌÇ;Tongbian;Jiu
P0846,¹â·Û;ÉÌÂ½;Xuduan;Danggui;Chishao;Baishao;Liuzhi;Zhizi;Chuangong
P0847,Qiandan;Moyao;Ruxiang;Bailian;Mubiezi;Baiji;Danggui;Rougui;Kuxinren;Baizhi;Xiejie;»±Ö¦;Liuzhi;ÂéÓÍ
P0848,Sanqi;Shengdihuang;×êµØ·ç;Rougui;Duhuo;Yujin;Ç§Äê½¡;Liuxi;Muxiang;Qingjiu;Hugu;Jianghuang;Jinmaogouji;Í¸¹Ç²Ý;Honghua;Dingxiang;Digupi;Zirantong;Liujilu;Yanhusuo;Danggui;Wuchuan;Taoren;Sangbaipi;Wujiapi;Ñ°¹Ç·ç;Songjie;Caowu;Jiegen;Ruxiang;Moyao;Sharen
P0849,Baizhi;±¡ºÉÄÔ;Ðì³¤Çä;½ð¹ûé­;Wushu;Shengdihuang;µßÇÑ
P0850,Husuibu;Wuchuan;Caowu;Shannai;ÀÏðÙ²Ý;Maqianzi;Baizhi;Ganjiang;Rougui;Jingjie;Wujiapi;Ruxiang;Moyao;Luodeda´ò;Fangfeng;µßÇÑ;¶¬Çà;Zhangnao;±¡ºÉÄÔ;Ü¿Ïã¸à;Binpian
P0851,ÉËÊªÖ¹Í´Á÷½þ¸à;Ë®ÑîËá¼×õ¥;±¡ºÉÄÔ;Binpian;Zhangnao;Ü¿Ïã;µßÇÑ
P0852,Ruxiang;Moyao;Xiejie;Qianghuo;Duhuo;Xuduan;¼×Öé;Xiangfu;Mugua;Chuangong;Zirantong;Wuchuan;Caowu;Tiannanxin;Jingjie;Baizhi;Zelan;Xiaohuixiang;Rougui;Shexiang
P0853,ÉØ·Û;ÒøÖì;Zhangnao;ÇàÑÎ;Songxiang;Longjiang;Hugu;°×Dingxiang;Dilong;Chuanshanjia;Quanxie;Ruxiang;Moyao;Xiejie;ÄÔ×Ó;Qinfen;Shexiang;Hafen
P0854,Maqianzi;Í¸¹Ç²Ý;Chuanshanjia;Fangji;Ruxiang;Moyao;Shengjiang;Íõ²»ÁôÐÐ;Xixin;Wujiapi;ØgÝ²²Ý;Duhuo;Caowu;Wubeizi;Rougui;Zhishi;Å£Ýò×Ó;Xieyutan;Dilong;Hongliangzi;Quanxie;Qilinxian;Dahuang;Zelan;Ë¿¹ÏÂç;Mahuang;Tubiechong;Fangfeng;Danggui;¹¦ÀÍÒ¶;Wugong
P0855,ÌÆÎº;Shexiang;Gancao;Wuchuan;Caowu;Gansong;Shannai;Xionghuang;Zhusha;Í©ÓÍ;Hujiao;Mituoseng
P0856,Wuchuan;Caowu;Baizhi;Chishao;Ü½ÈØÒ¶;èÁèËÒ¶
P0857,Ruxiang;Moyao;Dahuang;Rougui;Mubiezi;°¢Îº;Baizhi;Xieyutan;Mahuang;Danggui;Qianghuo;Xuanshen;Chishao;Shengdihuang;Qinfen;Qiandan;ÌÒÖ¦;Liuzhi;»±Ö¦;Sangzhi;ÔæÖ¦
P0858,Caowu;Chuangong;Dahuang;Danggui;Chishao;Baizhi;Lianqiao;Baiji;Bailian;Wuyao;Rougui;Mubiezi;Ñî;Liuzhi;ÌÒÖ¦;É£;´óÔæ
P0859,ÎÚÓã¹Ç;Ý«ÜÄ²Ë;Çà¼»²Ý;Shihui
P0860,Shengdihuang;Ôã½ª¹Ï²Û;Shengjiang;Chixiaodou
P0861,Jiangcan;Qingpi;Duhuo;Fuzi;Fangfeng;Caowu;Heshouwu;°×ÏÊÆ¤;Qingjiu;Chuanshanjia;Banxia;Wuchuan;Çå·çÌÙ;Maqianzi;Taoren;Hugu;Tianma;Danggui;Liangjiang;Qilinxian;Shengjiang;Jiucai;´óËâ;Çà´Ð
P0862,Huangbai;Fangfeng;Xuanshen;Chishao;Baizhi;Shengdihuang;Dahuang;Xiejie;Danggui;Rougui;»±Ö¦;Liuzhi;ÌÒÖ¦
P0863,»±Ö¦;Liuzhi;ÌÒÖ¦;ÓÜ;É£;èÛè½;Baizhi;Baiji;Bailian;Danggui;Dahuang;Huangbai;Chishao;Kuxinren;±ÍÂé×Ó;Xiejie;Xionghuang;Ruxiang;Moyao;Qinfen
P0864,Songxiang;Ruxiang;Moyao;Ercha;Xiejie;°¢Îº;ÑóÕÁ;Longjiang;Qinfen;»ÆÕ¼;°×Õ¼;Jiangxiang
P0865,Qingmayou;Qiandan;Danggui;Baiji;Qianniuzi;Mubiezi;Duhuo;Chuanliuxi;Chuanjianzi;Çå·çÌÙ;Zaojia;ËÉÖ¦;ÌÒÖ¦;»±Ö¦;Liuzhi;Ê¯ÁñÖ¦
P0866,Í·´×;Zaojia;Ü¾»¨;Baifan
P0867,¹ð»¨;ËÕºÏÏã;Mubiezi;Ruxiang;Moyao;Baiji;Bailian;Danggui;Kuxinren;Rougui;Qiandan;Xiangyou;»±Ö¦
P0868,Niupijiao;Shengjiang;Rougui
P0869,Gualou;Linlinxiang;Huoxiang;Shaoyao;Gancao;Huangqi;Kuxinren;Baizhi;Longnao;Shexiang;»ÆLa;Qingmayou
P0870,Tanxiang;Danshen;Fulin;Jiangxiang;Yuanzhi;Hupo;Xiejie
P0871,Ú­×Ó;Longjiang;¸ß²è
P0872,Ruxiang;Moyao;Xiejie;Xionghuang;Puhuang;Îà×Ó;³àShizhi;Baizhi;Mangxiao;º®Ë®Ê¯;Mituoseng;Longjiang;Qinfen;Huaruishi;Chuanshanjia;ó¦Ð·;Mangxiao;Chansu;Zhusha;Wuyao
P0873,Danggui;Huangqi;Shancigu;Baizhi;Gancao;Xieyutan;Tianma;Duhuo;Chuanshanjia;Â¶Fengfang;Wubeizi;Tianhuafen;Jingjie;Bailian;Rougui;½ðYinhua;Baishao;Å£Ýò×Ó
P0874,öÔÓã;É°ÌÇ
P0875,Caowu;Baizhi;Chishao;Baiji;ÇïÒ¶;èÁèËÒ¶;Jiucai
P0876,Shexiang;Xiejie;Shihui;º£óªòÙ;Zirantong;Ruxiang;Moyao;Huaruishi;Binpian;Zhangnao;Tugou;µØÊ­;Tubiechong;Renshen;ÏóÆ¤;Hupo;Ercha;×ÏÊ¯Ó¢;Sanqi;Ä¾¶ú;Gancao
P0877,Aiye;Danggui;Baizhi;Liuxi;Huangqi;Mubiezi;Zaojia;±ÍÂé×Ó;Fangfeng;Sangbaipi;Jiangcan;Xuduan;Yanhusuo;Rougui;Huanglian;Jiangxiang;Duhuo;Chishao;Chuangong;Xixin;Tiannanxin;Badou;Jiegen;Wushu;Mudanpi;°×ÏÊÆ¤;¹·¼¹;Tianma;Manjinzi;Jiegumu;Shechuangzi;Muxiang;Qilinxian;Baiji;Bailian;Duzhong;Husuibu;Qianghuo;Pixie;Buguzhi;Liulu;Haitongpi;Wujiapi;Yiniren;Jingjie;»±Ö¦;ÌÒÖ¦;Jiangxiang;Wulinzhi;Zirantong;Wumingyi;Xionghuang;Ruxiang;Moyao;Qiandan;Quanxie;Xiejie;Hupo;Shexiang;Â¶Fengfang;Hugu;Chuanshanjia;Guijia
P0878,Wubeizi;Baifan
P0879,ÀÏ²ÄÏã;ÏóÆ¤;Xiejie;Tiannanxin;²ØHonghua;Fangfeng;Baizhi;Maqianzi;º£óªòÙ;Shengma;Ruxiang;Moyao;ÐÛÍÁÔª;Longjiang;Danggui;Ê¯ÝÅÆÑ;Ð·¹Ç;Shexiang
P0880,Dahuang;Danggui;Taoren;±î¼×;Banxia;Mahuang;Zaojia;Xixin;Wuyao;Chishao;Chuanshanjia;Caowu;Daji;Baizhi;Rougui;Beimu;Tianhuafen;Fangji;½ðYinhua;Badou;±ÍÂé×Ó;Huangqi;Fangfeng;Jingjie;Baifuzi;Liuxi;Qianghuo;Duhuo;Liangjiang;Honghua;Å£Ýò×Ó;Sumu;Lianqiao;Baiji;Bailian;Tianma;Gancao;º£·çÌÙ;Huanglian;Huangbai;Huangqin;Chaihu;Ç§½ð×Ó;Quanxie;Jiangcan;Fengfang;Xuanshen;Kushen;Fahui;´Ìâ¬Æ¤;Wugong;ÉßÍÉ;ÌÒÖ¦
P0881,Shihui;¾ÂÒ¶
P0882,Ê¯Áñ»¨;Shihui
P0883,´óÂÜ²·
P0884,Banxia
P0885,Hugu;Fangfeng;Honghua;Mugua;ÀÏðÙ²Ý;Liuxi;Husuibu;Çå·çÌÙ;º£·çÌÙ;¹¦ÀÍÒ¶;Danggui;Mahuang
P0886,Chishao;Honghua;Tiannanxin;Puhuang;Ðý¸²»¨;Sumu;Caowu;Wuchuan;Qianghuo;Duhuo;Banxia;Zhizi;Dahuang;Mugua;Â·Â·Í¨;âÂÌÇ
P0887,Éì½î²Ý;Haitongpi;Qingjiu;Duhuo;Danggui;¹³ÌÙ;Ruxiang;Moyao;Honghua
P0888,Chuangong;Xixin;Jiangcan;Chishao;Yuanzhi;Shudihuang;Kushen;³àShizhi;Liuzhi;Gancao;Lianqiao;Diyu;Chuanshanjia;Zhizi;Jingjie;Fangfeng;»±Ö¦;Wuyao;Mutong;ÓÜÖ¦;ÌÒÖ¦;Chenpi;Tianma;Chuanjianzi;Liuxi;Xuduan;Caowu;´ó·ç×Ó;Heshouwu;Danggui;¿àé¬Æ¤;Dahuang;Duzhong;Sangzhi;Qianghuo;Mahuang;Shengdihuang;Canger×Ó;Baizhi;Jiqiao;Cangshu;Jili;Wujiapi;Þ»±¾;Wuchuan;Bailian;Qilinxian;Duhuo;Çå·çÌÙ;º£·çÌÙ;µØ·ç;Wushaoshe;Ç§Äê½¡;Sangjisheng;Ñ°¹Ç·ç;ÀÏðÙ²Ý;Songjie;Í¸¹Ç²Ý;Jianghuang;Husuibu;Xiaohuixiang;Mugua;Haitongpi;Bajiaohuixiang;Wugong
P0889,Sanqi;Sanleng;Honghua;Caowu;Wuchuan;Danggui;Zhangnao;Wujiapi;Mugua;Liuxi
P0890,Dahuang;±¡ºÉ;Huangbai;Zelan;Cebai
P0891,´àÉß;Chishao;Qianghuo;Moyao;ÏóÆ¤;Baizhi;Fangfeng;Jingjie;Huangqin;Wushaoshe;Zhizi;½ðYinhua;³àShizhi;Duhuo;Lianqiao;Jiangcan;Quanxie;²õÍÉ;°ßÃ¨;Chuanshanjia;Ruxiang;Ercha;Wugong;Xieyutan;Qiandan
P0892,ÂéÓÍ;ÏóÆ¤;Honghua;±ÍÂé×Ó;Gutongqian;ÏkÖë;Xieyutan;ºìµ¤
P0893,Rendong;ÝôËy;Jiegumu;Aiye;Ê¯ÝÅÆÑ;Á«Ò¶;ÕÛÉËÄ¾;Ê³ÑÎ
P0894,Tiannanxin;Banxia;Wuchuan;Caowu;Ò°ÓóÍ·
P0895,Tiannanxin;Baifuzi;Caowu;Wuchuan
P0896,Qiandan;Songxiang;Banxia;Ê¯¸à;Ê¯¸à
P0897,Songxiang;´ÐÁ¬¸ùÒ¶
P0898,ÖíÈâ;Congbai;Songxiang
P0899,Wuchuan;Caowu;Tiannanxin;Banxia;Xixin;Danggui;»Æ½ð×Ó;Zijinpi;Shengdihuang;Honghua;Mudanpi;Luodeda´ò;°×½æ×Ó;Sumu;Taoren;Shengdihuang;Jiangcan;Qingpi;Gansong;Mugua;Shannai;Dilong;Ruxiang;Moyao;Qianghuo;Duhuo;Chuangong;Baizhi;Cangshu;Mubiezi;Chuanshanjia;Xuduan;Zhizi;Tubiechong;Husuibu;³àShizhi
P0900,Danggui;Shengdihuang;Baiyangpi;Xiangfu;Honghua;Sangjisheng;Liuxi;ºÏ»¶Æ¤;Chuangong;Caowu;Qiancao;Xuduan;Liujilu;Diyu;Mugua;Xiaoji;Wuchuan;Sumu;Husuibu;Wuyao;Qianghuo;Zelan
P0901,Wuchuan;Caowu;Huanglian;Huangbai;Chishao;Baishao;Yanhusuo;Danggui;Liangjiang;Mubiezi;Jiangcan;Luanfa;Zijinpi;Dilong;Shinanteng;Chuanshanjia;Baizhi;Chuangong;Qianniuzi;»±»¨;Wubeizi;Digupi;Kuxinren;Huajiao;Huixiang;Ã©Ïã;Xuanshen;Canger;Rougui;Tiannanxin;Gualou;Kushen;Cangshu;Wujiapi;Fangfeng;Shudihuang;Mituoseng;Dingxiang;ÄÚÏû;Þ»±¾;Shengdihuang;Heshouwu;Xixin;½­×Ó;±ÍÂé×Ó;ºµÁ«²Ý;Renshen;°ÙÒ©¼å;Huangqi;Qianghuo;Gancao;Wulinzhi;µØWugong¸ù;Duhuo;Muxiang;Anxixiang;Hupo;ÔÆÏã;Ruxiang;Moyao;Xiejie;Ïã½á;ÉØ·Û;Zirantong;Sangbaipi;Baiji;Bailian;Xionghuang;Qiandan
P0902,Qianghuo;Jiangcan;Caowu;Duhuo;Wuchuan;Mahuang;Shengdihuang;Wuyao;Fangfeng;Danggui;Liangjiang;Jingjie;Ð¡·ãÌÙ;Naoyanghua
P0903,Shengdihuang;ÌÒÖ¦;Liujilu;¿ÝÍ©Æ¤;Shengjiang;×ó²øÌÙ;¹úµ¤
P0904,Danggui;Qianghuo;Honghua;Baizhi;Fangfeng;Ruxiang;Moyao;Husuibu;Xuduan;Mugua;Í¸¹Ç²Ý;Huajiao
P0905,Tiannanxin;Xionghuang;Wutou
P0906,Tiannanxin;Huangbai
P0907,ÐÛÖíÓÍ;Songxiang;»ÆLa;Ãæ·Û;Zhangnao;Shexiang;Binpian;Xiejie;Ercha;Ruxiang;Moyao
P0908,Guijia;Dahuang;Mubiezi;Danggui;Shengdihuang
P0909,Jiangcan;Chixiaodou;Chuanliuxi;Shangui;Jiegen;Baicaoshuang;Baiji;èÁèËÒ¶;Husuibu;Danggui;Xixin;Baizhi;Tiannanxin;Chishao;Heshouwu;Bailian;ÖªÄ¸;Caowu
P0910,Ü½ÈØÒ¶;±¡ºÉ;¶ú²ÝÒ¶;Zelan;½ðÍ©Ò¶;Liuxi;Dahuang
P0911,¹Ù·Û;Mituoseng;Xiangyou
P0912,Husuibu;Xiejie;Mangxiao;Danggui;Ruxiang;Moyao;Xuduan;Zirantong;Dahuang;Tubiechong
P0913,ÂéÓÍ;¼¦µ°»Æ;Xieyutan;Zhusha;ÒøÖì;»ÆLa
P0914,Dahuang;±â°Ø;Zhizi;Taoren;Zelan;Fangfeng;±¡ºÉ;Huangqin;Husuibu;Danggui;Caowu;Wuchuan;Tiannanxin;Banxia;Ã«Shexiang;Ç§´ò´·;Ñª¼û³î;Í¸¹ÇÏû;Ìï»ù»Æ;ÈëµØ½ðÅ£
P0915,Wuchuan;Caowu;Danggui;¸òó¡;Badou;Baiji;Dahuang;Xieyutan;Lianqiao;Fengfang;Bailian;Chuanshanjia;Jili;Mubiezi;Heshouwu;»±Ö¦;Liuzhi;Sangzhi;ÓÜÖ¦;èúÖ¦;ÌÒÖ¦
P0916,Huanglian;Huangbai;Huangqin;Baiji;Bailian;Longjiang;Danggui;Houpu;Chuangong;Moyao;»±Ö¦;Liuzhi;Zaojiao;±î¼×;Kushen;Baizhi;Mubiezi;Caowu;º£óªòÙ;Ruxiang;Qiandan
P0917,Qianghuo;Fangfeng;Qingjiu;Cangshu;Duhuo;Baizhi;Pixie;Rougui;´óÂé;Wuchuan;Caowu;Ganjiang;Danggui;Mugua;Chuangong;Liuxi;Fangji;ØgÝ²²Ý;º£·çÌÙ;Banxia;Qianhu;èÛè½;Tiannanxin;Hugu;Baiqiegen;Mahuang;Canger×Ó;¸ßLiangjiang;Cansha;Qilinxian;Wujiapi;Yanhusuo;Xuduan;Honghua;Taoren;Sumu;Jiqiao;Mudanpi;Husuibu;Wuyao;Naoyanghua;Ãà×Ó
P0918,ðÙ½î²Ý;Í¸¹Ç²Ý;×ÏDingxiang¸ù;Danggui;Zirantong;Xiejie;Xiejie;Moyao;Chuangong;Chishao;Honghua;Chuanliuxi;Wujiapi;Ê¯ÝÅÆÑ;Cangshu;Cangshu;Muxiang;Qingjiu;Shechuangzi;Rougui;Fuzi;Banxia;Shihu;Pixie;Lurong;Hugu;Shexiang
P0919,Mubiezi;±ÍÂé×Ó;Qilinxian;Danggui;Chuangong;Chishao;Fangfeng;Jingjie;Qianghuo;Duhuo;Shengdihuang;Baizhi;Huangqin;Huanglian;Huangbai;Jianghuang;ÉßÍÉ;ÂéÓÍ
P0920,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Chuangong;Rougui;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;º£·çÌÙ;Þ»±¾;Xuduan;¸ßLiangjiang;Duhuo;Mahuang;Gansong;Lianqiao
P0921,Songxiang;±ÍÂé×Ó;Badou;¿µÇà;Kuxinren;µ¨·¯
P0922,Baizhi;Xuanshen;Mubiezi;Rougui;Dahuang;Xieyutan;Danggui;Chishao;Shengdihuang
P0923,Fuzi;Honghua;Xieyutan;Wushu;Shengdihuang;Qianghuo;Duhuo;Jiangcan;Qingjiu;Mahuang;Danggui;Wuchuan;Fangfeng;Qilinxian;Caowu;Dahuang;Chishao;Zhizi;Taoren;Sanleng;Baizhi;È«³æ;Wujiapi;Liangjiang;Shengdihuang;Xiangfu;Wuyao
P0924,Shengdihuang;Duhuo;Xuanshen;Mubiezi;Danggui;Honghua;Shengma;Jiucaizi;Caowu;Tanxiang;Liuxi;Hugu;Jingjie;Sumu;Qianghuo;Mahuang;Qingpi;Xuduan;Wuchuan;Duzhong;Shudihuang;Fangfeng;Chishao;Qingjiu;Xiangfu;Shengdihuang;Songjie;Wuyao;Taoren;Puhuang;Buguzhi;Qilinxian;Liujilu;Husuibu;Yanhusuo;Wulinzhi;Mudanpi;Xieyutan
P0925,±ÍÂé×Ó;Gansui;Danggui;Dahuang;¾©Sanleng;Shengdihuang;Mubiezi;Wuchuan;Wushu;Caowu;Qianghuo;Baizhi;Hongdaji;Huangbai;½­×ÓÈâ;Rougui;Mahuang;Jiqiao;Houpu;Zaojia;Kuxinren;Fangfeng;Quanxie;Xuanshen;Huafen;Xiangfu;Ü¾»¨;Taoren;Binlang;Xixin;Chuanshanjia;Huanglian;ÉßÍÉ;Wugong;Wubeizi;Mituoseng
P0926,Chuangong;Baizhi;Shengdihuang;Shudihuang;Danggui;Baishu;Cangshu;Chenpi;Xiangfu;Jiqiao;Wuyao;Banxia;Qingpi;Xixin;ÖªÄ¸;Beimu;Kuxinren;Huanglian;Huangqin;Huangbai;Shengdihuang;Dahuang;Sangbaipi;Chaihu;±¡ºÉ;Chishao;Mutong;Taoren;Xuanshen;ÖíÜß;Zexie;Jiegen;Qianhu;Shengma;Mahuang;Liuxi;Duzhong;É½Ò©;Yuanzhi;Xuduan;Liangjiang;Heshouwu;Gancao;Lianqiao;Þ»±¾;Òð³Â;Diyu;Fangfeng;Jingjie;Qianghuo;½ðYinhua;Duhuo;Jili;Kushen;Jiangcan;Tianma;Tiannanxin;Wuchuan;Caowu;Qilinxian;°×ÏÊÆ¤;Wujiapi;Yimucao;Liangtoujian;Wubeizi;BajiÌì;Chuanshanjia;Ü¾»¨;Fuzi;Rougui;Hugu;Lurong;Shengdihuang;Zhizi;Honghua;Mudanpi;Sanleng;Wushu;Muxiang;Quanxie;±î¼×;Çå·çÌÙ;Digupi;Ganjiang;Buguzhi;Wugong;Canger×Ó;Liuzhi;»±Ö¦;Sangzhi;é¬Ö¦;èúÖ¦
P0927,Danggui;Chishao;Dahuang;Baiji;Bailian;Qianghuo;Wuyao;Mubiezi;Kushen;Lianqiao;Zaojiao;Shengdihuang;Fangfeng;Gancao;Shannai;Wulinzhi;Banxia;»±Ö¦;Liuzhi;ÌÒÖ¦;ÔæÖ¦;Sangzhi
P0928,Shengdihuang;Fuzi;Xiangfu;Wuyao;Wujiapi;Shengdihuang;Danggui;Fangfeng;Qianghuo;Duhuo;Qingjiu;Ìì³æ;Quanxie;Qilinxian;Wuchuan;Caowu;Baizhi;Liangjiang;Dahuang;Mahuang;Chishao;Wushu;Sanleng;Taoren;Honghua;ÁùÖá×Ó;Xieyutan;ÂéÓÍ
