,Healthy01,Healthy02,Healthy03,Healthy04,Healthy05,Healthy06,Healthy07,Healthy08,Healthy09,Healthy10,Patients01,Patients02,Patients03,Patients04,Patients05,Patients06,Patients07,Patients08,Patients09,Patients10
Eggerthella_lenta,0.1029,0.02283,0.01102,0.14802,0.0576,0,0.00503,0,0.00928,0.01377,0.06575,0.66833,0.06155,0.02064,0.01462,0.04803,0.01121,0.23445,0.08745,1.17216
Eggerthella_sinensis,0,0,0,0.04041,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0
Eggerthella_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eikenella_corrodens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenbergiella_massiliensis,0.01345,0,0,0,0,0,0,0,0.06373,0,0.01183,0.00354,0,0,0.08926,0,0,0,0,0
Eisenbergiella_sp_OF01_20,0,0,0,0,0,0,0,0,0,0,0,0.04203,0,0,0,0,0,0,0,0
Eisenbergiella_tayi,0.00607,0,0,0,0,0,0,0,0,0,0,0,0,0.04422,0.01382,0,0.00207,0,0,0
Ellagibacter_isourolithinifaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emergencia_timonensis,0.01605,0.04909,0,0,0,0,0.04616,0,0,0,0,0,0,0,0.17394,0,0.00856,0,0,0
Enorma_burkinafasonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enorma_massiliensis,0,0,0,0,0,0,0.02579,0,0,0,0,0,0.03209,0,0,0,0,0,0,0
Enorma_phocaeensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_asburiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06167,0,0,0.67084,0
Enterobacter_bugandensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_cancerogenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_cloacae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_hormaechei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03453,0
Enterobacter_huaxiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_kobei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_ludwigii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_mori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_oligotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_roggenkampii,0,0,0,0,0,0,0,0,0.01415,0,0,0,0,0,0.0034,0.00091,0,0,2.44704,0.27802
Enterobacter_soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_sp_FS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_timonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_wuhouensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterocloster_aldenensis,0,0.01446,0.00844,0.12814,0.0913,0.02835,0.02906,0,0.0713,0,0.00137,0.0634,0,0.14813,0.06683,0,0.03388,0.00657,0,0
Enterocloster_asparagiformis,0.02137,0.02795,0.00061,0.13265,0.00275,0.05571,0,0,0,0,0.06329,0.07965,0,0.01085,0,0,0,0,0,0
Enterocloster_bolteae,0.19842,0.09245,0.19538,0.77182,0.03666,0.04814,0.059,0.00025,0.14593,0.00697,0.68236,0.31478,0,0.0847,0.35369,0.05778,0.04171,0.19685,0.2169,8.16352
Enterocloster_citroniae,0.01828,0,0.00921,0,0.02791,0.04318,0.03363,0.00084,0.0389,0.00687,0.00545,0.05523,0,0.02376,0.08631,0,0.03998,0,0,0.05662
Enterocloster_clostridioformis,0.01342,0.00926,0,0,0,0,0.06645,0,0,0,0,0,0,0,0.02439,0,0,0,0,0
Enterocloster_lavalensis,0.01201,0,0,0,0,0,0,0,0.01669,0,0,0.01694,0,0.0072,0.14096,0.00297,0.02698,0,0,0
Enterocloster_SGB14313,0,0,0,0,0,0,0,0.02633,0,0,0.01603,0,0,0,0,0,0,0,0,0
Enterococcus_asini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_avium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.28765
Enterococcus_casseliflavus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_cecorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_devriesei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_diestrammenae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03443,0.1096
Enterococcus_faecium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92599,0
Enterococcus_gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_hirae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_hulanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_pseudoavium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_raffinosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_SGB6173,0,0,0,0,0,0,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_sp_CU9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_sp_MJM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_thailandicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04518,0
Enterorhabdus_sp_P55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enteroscipio_rubneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelatoclostridium_ramosum,0,0.01803,0.0187,0.17602,0,0,0,0,0.43978,0,0.02462,0.00048,0.0081,0,0,0,0,0.0296,0.06155,0.32007
Escherichia_coli,0.32207,0.27091,0,0.1109,0.10835,0.00977,0,0.1756,0.01072,0,0,4.11671,0.00824,0.00836,0.9252,1.04302,1.68562,0.57621,47.87693,0.26281
Escherichia_marmotae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia_SGB15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia_sp_ESNIH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia_sp_MOD1_EC7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_callanderi,0,0,0,0,0,0,0,0,0,0,0,0.05804,0.0017,0,0,0,0,0,0,0
Eubacterium_limosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_maltosivorans,0.01886,0,0,0,0,0,0,0,0,0,0,0,0.00728,0,0,0,0,0,0,0
Eubacterium_ramulus,0,0,0,0,0.06142,0,0.10353,0,0,0.17843,0,0,0.20968,0,0,0.07391,0,0.22158,0,0
Eubacterium_SGB4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1746,0,0,0,0,0,0
Eubacterium_SGB6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_SGB74322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_sp_AF16_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_sp_AF22_8LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_sp_AF22_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_sp_AF34_35BH,0.0476,0,0,0,0,0,0,0.02216,0,0.00026,0,0,0.3169,0.00409,0,0,0,0,0,0
Eubacterium_sp_An11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_sp_NSJ_61,0,0,0,0,0,0,0.00839,0,0.41298,0.01501,0,0,0.01918,0.00129,0,0,0,0,0.19799,0
Eubacterium_sp_OM08_24,2.50049,0,0,0,12.78351,0,0,1.3789,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_tenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_ventriosum,0.03714,0,0,2.93363,0.07795,0.83668,0.85193,0.3136,0.04782,0.44131,0.00473,0,0.59577,0,0,0.00062,0,0,0,0
Extibacter_muris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extibacter_sp_GGCC_0201,0,0,0,0,0,0,0,0,0,0,0,0.03416,0,0,0,0,0,0,0,0
Faecalibacillus_faecis,0,0,0,0,0.01929,0,0,0,0,0,0,0,0,0,0,0,0,0.12726,0,0
Faecalibacillus_intestinalis,0.0396,0,0.303,0,0.04507,0.03658,0.25408,0.00364,0,0.32419,0,0,0.80153,0.06103,0,0,0,0,0,0
Faecalibacterium_prausnitzii,1.91265,0.25907,4.56626,0,5.01193,0.73582,2.24636,0.35646,1.80204,1.53786,12.56664,1.0591,12.45643,2.40168,11.56935,6.65733,4.94331,26.55197,8.84869,0.00277
Faecalibacterium_SGB15315,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacterium_SGB15346,0,0,0,0,0.16869,1.73126,0.67561,0.02394,0,0,1.16003,0.02218,0.59884,0,0.00435,0.80679,0.04323,0.00409,0,0
Faecalibacterium_SGB7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalicatena_contorta,0,0,0,0,0,0,0.02704,0,0,0,0,0.04364,0.00838,0,0,0,0.00045,0,0,0
Faecalicatena_fissicatena,0,0,0,0,0.30793,0,0,0,0,0.04664,0,0,0.59957,0,0,0.0069,0.09407,0,0,0
Faecalicatena_orotica,0,0.00074,0,0,0,0,0,0,0,0,0.01893,0,0,0.00252,0,0,0,0,0,0
Faecalicatena_SGB4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalicoccus_acidiformans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalicoccus_pleomorphus,0,0.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalimonas_umbilicata,0,0.02644,0.78018,0.51139,0,0.15082,0,0,0.17082,0,0,0.35846,0,0,0,0,0.15555,0,0,0
Faecalitalea_cylindroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannyhessea_vaginae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finegoldia_magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor_plautii,0.4561,0.18564,0.33496,6.23153,0.10739,0.90382,0.10484,0.01304,0.68375,0.00614,1.02598,13.18139,3.00415,0.12709,3.53636,0.02325,0.13201,0.47637,0.08562,1.56988
Flavonifractor_SGB15137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor_sp_An10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavonifractor_sp_An100,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0.00258,0,0,0,0,0,0
Flavonifractor_sp_An112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476
Flavonifractor_sp_An135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Formosa_SGB1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fournierella_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frisingicoccus_caecimuris,0,0.02159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3149,0,0,0
Frisingicoccus_SGB4673,0.02276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fructilactobacillus_sanfranciscensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusicatenibacter_saccharivorans,0.04133,0.01133,0,0.37963,0.41577,0.41642,0.48865,0.01671,0,0.644,0.14105,0,5.09729,0,0,0.58942,0.02611,0.67579,0.00928,0
Fusobacterium_gonidiaformans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_hwasookii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_mortiferum,0,0,0.55947,0.10057,0,1.21316,0,0.03197,2.78202,0,0,0.24226,0,0,0,0,0.16763,0,0,0
Fusobacterium_naviforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_necrophorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_nucleatum,0,0,0,0.00678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_pseudoperiodonticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_SGB14781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_SGB6040,0,0,0,0.19978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_sp,0,0.06743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_sp_DD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_ulcerans,0,0,0,0.00361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_varium,0,0.041,0,0,0,0,0,0,0.02698,0,0,0.00268,0,0,0,0,0,0,0,0
Gallalistipes_aquisgranensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallibacter_intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardnerella_vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelidibacter_japonicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB10485_SGB49305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB10692_SGB17347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1093_SGB1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1095_SGB1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1096_SGB1408,0,0,0,0,0,0,0,0.01393,0,0,0,0,0,0.19564,0,0,0.03802,0,0,0
GGB1102_SGB1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1109_SGB1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1123_SGB1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1145_SGB1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1146_SGB1472,0,0,0,0,0,0,0,0.8289,0,0,0,0,0,0,0,0,0,0,0,0
GGB1147_SGB1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1148_SGB1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1151_SGB1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1154_SGB1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1188_SGB1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1215_SGB1581,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1219_SGB1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1221_SGB1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1239_SGB1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1243_SGB1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1243_SGB1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12441_SGB19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1246_SGB1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1247_SGB1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1249_SGB1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1264_SGB1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1266_SGB1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257,0,0
GGB12695_SGB19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1270_SGB1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12785_SGB19823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12785_SGB19824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12785_SGB19825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12785_SGB19827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12972_SGB1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB12985_SGB20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB13020_SGB20192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB13147_SGB19694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB13283_SGB4948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1331_SGB1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04875,0,0,0
GGB13357_SGB13987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1339_SGB1796,0,0.27431,0,0,0,0,0.00557,0,0,0,0,0,0,0,0,0,0,0.00295,0,0
GGB13402_SGB14203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1341_SGB1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB13493_SGB15238,0,0,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0,0,0,0,0
GGB13532_SGB14832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1354_SGB1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1364_SGB1833,0,0,0,0,0,0,0,0,0,0,0.03809,0,0,0,0,0,0.28261,0,0,0
GGB13727_SGB8655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1379_SGB1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1379_SGB48439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1380_SGB1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1385_SGB1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11508,0,0
GGB1387_SGB1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1392_SGB1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB14025_SGB14906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1407_SGB1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1407_SGB1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1420_SGB1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1455_SGB2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1456_SGB2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1457_SGB2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1458_SGB2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1460_SGB2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1492_SGB2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1494_SGB2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1495_SGB2071,0,0,0,0,0,0,0,0.82283,0,0,0,0,0,0,0,10.22746,0,0,0,0
GGB1496_SGB2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1497_SGB2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1505_SGB2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1513_SGB2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1518_SGB2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1525_SGB2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1527_SGB2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1530_SGB2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1538_SGB2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1543_SGB2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1547_SGB2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1548_SGB2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1549_SGB2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1550_SGB2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1551_SGB2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1554_SGB2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1566_SGB2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1567_SGB2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1568_SGB2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB15717_SGB23955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1575_SGB2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1575_SGB2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1576_SGB2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1578_SGB2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1582_SGB2173,0,0.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB15850_SGB5785,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0.03772,0,0,0,0,0,0
GGB16040_SGB9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1615_SGB2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1617_SGB2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1627_SGB2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1627_SGB2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1627_SGB2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1630_SGB2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1631_SGB2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1633_SGB2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1662_SGB2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1663_SGB2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1663_SGB2279,0,0.10641,0,0,0,0,0,0.4955,0,0,0,0,0,0,0.04568,0.97298,0.04641,0,0,0
GGB1672_SGB2289,0,0,0,0,0,0,0,0,0,0.03182,0,0,0,0,0,0,0,0,0,0
GGB1689_SGB2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1691_SGB2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB1691_SGB2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB18083_SGB26726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB18456_SGB4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB18559_SGB27424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB24042_SGB35817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB24147_SGB35951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB25053_SGB106016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB25158_SGB42321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB25679_SGB27113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB26102_SGB53017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2652_SGB3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073,0,0,0,0
GGB2653_SGB3574,0.01353,0,0,0,0,0,0,0.00328,0.01361,0,0,0,0.00548,0.00339,0.01307,0,0.01681,0,0,0
GGB2657_SGB3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2658_SGB3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGB2659_SGB3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56053,0,0,0,0
