id,net,net_num,malaria_risk,income,health,household,eligible,temperature,resistance
990,TRUE,1,24,1060,81,3,FALSE,26.3,62
991,FALSE,0,62,726,58,1,FALSE,29.5,31
992,FALSE,0,39,921,59,2,FALSE,27.3,40
993,TRUE,1,18,1150,79,3,FALSE,20.7,68
994,FALSE,0,49,819,29,2,FALSE,24.6,67
995,TRUE,1,30,843,42,3,FALSE,23.8,64
996,FALSE,0,17,1299,78,4,FALSE,16.2,71
997,TRUE,1,16,1131,65,3,FALSE,20.5,50
998,FALSE,0,60,649,21,2,FALSE,25.8,39
999,FALSE,0,28,990,55,4,FALSE,20.8,55
1000,FALSE,0,28,1042,37,1,FALSE,25,62
1001,FALSE,0,66,822,67,2,FALSE,27.7,81
1002,FALSE,0,46,676,32,3,FALSE,21.4,20
1003,FALSE,0,42,779,62,2,FALSE,16.1,51
1004,TRUE,1,14,1164,47,4,FALSE,17.2,57
1005,FALSE,0,45,844,44,4,FALSE,25.9,47
1006,TRUE,1,15,1107,52,3,FALSE,23.4,26
1007,FALSE,0,23,1198,69,4,FALSE,24.1,58
1008,FALSE,0,36,813,16,2,FALSE,23.3,37
1009,FALSE,0,34,1047,69,1,FALSE,28.7,55
1010,FALSE,0,47,797,25,3,FALSE,23.6,60
1011,FALSE,0,31,990,72,3,FALSE,20.2,66
1012,FALSE,0,53,585,36,2,FALSE,17.4,26
1013,TRUE,1,16,1288,91,2,FALSE,24.7,63
1014,FALSE,0,72,628,30,3,FALSE,31.9,37
1015,FALSE,0,47,733,28,1,FALSE,25,30
1016,FALSE,0,44,928,66,4,FALSE,24.8,66
1017,FALSE,0,49,788,43,3,FALSE,21.3,64
1018,FALSE,0,24,1040,54,3,FALSE,20.7,44
1019,FALSE,0,65,628,31,3,FALSE,22.4,58
1020,FALSE,0,51,710,48,2,FALSE,21.5,36
1021,FALSE,0,46,825,52,3,FALSE,24.3,45
1022,FALSE,0,68,692,46,4,FALSE,29.8,46
1023,TRUE,1,16,1131,50,3,FALSE,22.5,44
1024,TRUE,1,27,1041,91,2,FALSE,28.5,58
1025,TRUE,1,16,1227,62,4,FALSE,22.8,69
1026,FALSE,0,49,777,43,2,FALSE,24.9,41
1027,FALSE,0,60,741,55,3,FALSE,26.6,47
1028,FALSE,0,50,908,54,3,FALSE,27.4,70
1029,TRUE,1,22,1010,73,2,FALSE,23.6,43
1030,FALSE,0,25,955,62,3,FALSE,21.6,11
1031,FALSE,0,25,1050,29,2,FALSE,23.7,55
1032,TRUE,1,13,1220,70,3,FALSE,21.4,35
1033,FALSE,0,36,765,53,3,FALSE,16.3,34
1034,FALSE,0,28,1146,64,1,FALSE,27.8,67
1035,TRUE,1,32,807,36,3,FALSE,20.2,82
1036,FALSE,0,31,991,52,3,FALSE,29.2,33
1037,FALSE,0,68,745,53,2,FALSE,29.3,62
1038,FALSE,0,79,455,10,3,FALSE,26.4,46
1039,FALSE,0,49,879,57,3,FALSE,28.8,50
1040,FALSE,0,59,730,32,3,FALSE,24.7,65
1041,TRUE,1,15,1159,79,4,FALSE,16.9,51
1042,FALSE,0,40,824,41,4,FALSE,24.1,36
1043,TRUE,1,24,1049,69,3,FALSE,29.8,41
1044,TRUE,1,26,876,46,3,FALSE,21.4,57
1045,FALSE,0,32,843,36,2,FALSE,24.6,15
1046,FALSE,0,26,992,39,1,FALSE,18.6,63
1047,FALSE,0,31,968,68,2,FALSE,26.7,26
1048,FALSE,0,29,1056,70,1,FALSE,26.1,48
1049,TRUE,1,28,684,19,5,TRUE,16.3,45
1050,FALSE,0,49,924,63,7,FALSE,27.8,66
1051,TRUE,1,18,1195,71,4,FALSE,27.2,50
1052,FALSE,0,51,768,39,4,FALSE,24.6,49
1053,FALSE,0,39,819,32,5,FALSE,19.6,57
1054,FALSE,0,64,711,39,3,FALSE,30.9,36
1055,FALSE,0,44,798,40,3,FALSE,22.8,45
1056,FALSE,0,29,1052,59,2,FALSE,24.3,64
1057,TRUE,1,43,742,27,3,FALSE,29.3,57
1058,FALSE,0,39,886,44,2,FALSE,28.4,30
1059,FALSE,0,50,830,47,2,FALSE,25.9,57
1060,FALSE,0,34,854,49,4,FALSE,22.6,28
1061,FALSE,0,36,989,52,4,FALSE,31.3,39
1062,TRUE,1,15,1150,61,2,FALSE,17.1,65
1063,FALSE,0,54,637,35,2,FALSE,24.3,16
1064,FALSE,0,53,614,17,2,FALSE,22.4,23
1065,FALSE,0,27,1009,68,1,FALSE,16.2,66
1066,TRUE,1,21,888,48,4,FALSE,18.2,36
1067,FALSE,0,42,824,26,3,FALSE,21.2,65
1068,TRUE,1,28,761,22,2,FALSE,21.9,45
1069,FALSE,0,46,975,66,6,FALSE,31.9,54
1070,FALSE,0,49,733,32,3,FALSE,19.3,59
1071,FALSE,0,27,1007,47,4,FALSE,24.1,39
1072,FALSE,0,66,584,14,4,FALSE,25.1,43
1073,FALSE,0,29,1010,67,5,FALSE,25,42
1074,TRUE,1,19,1131,79,4,FALSE,17.6,87
1075,FALSE,0,27,1036,60,3,FALSE,22.9,49
1076,TRUE,1,24,973,35,3,FALSE,27.5,54
1077,TRUE,1,13,1157,44,2,FALSE,17.2,43
1078,TRUE,1,15,1084,61,1,FALSE,16.6,44
1079,FALSE,0,33,1020,51,3,FALSE,26.1,67
1080,FALSE,0,35,896,49,2,FALSE,23.3,43
1081,FALSE,0,46,795,29,2,FALSE,25.1,48
1082,TRUE,1,22,970,51,2,FALSE,22.3,53
1083,FALSE,0,25,1025,47,2,FALSE,22,42
1084,FALSE,0,53,797,26,3,FALSE,24.1,75
1085,FALSE,0,34,875,26,4,FALSE,27.1,28
1086,TRUE,1,37,699,29,2,FALSE,18.1,76
1087,FALSE,0,29,939,55,1,FALSE,20.3,43
1088,FALSE,0,35,1052,71,1,FALSE,26.7,67
1089,FALSE,0,42,750,47,4,FALSE,22.6,20
1090,FALSE,0,42,912,52,3,FALSE,25.1,61
1091,TRUE,1,25,920,38,4,FALSE,23.6,60
1092,FALSE,0,29,955,71,1,FALSE,22,30
1093,FALSE,0,41,765,16,1,FALSE,23.6,37
1094,FALSE,0,44,786,56,1,FALSE,19.1,50
1095,FALSE,0,46,875,52,4,FALSE,24.6,64
1096,TRUE,1,30,817,62,4,FALSE,25.4,37
1097,FALSE,0,30,1012,49,7,FALSE,28.2,44
1098,TRUE,1,28,926,44,3,FALSE,25.5,70
1099,FALSE,0,24,1014,62,2,FALSE,18.7,32
1100,FALSE,0,63,674,18,2,FALSE,25.7,61
1101,TRUE,1,32,903,48,4,FALSE,31.2,54
1102,FALSE,0,49,912,76,4,FALSE,32,32
1103,FALSE,0,15,1379,73,2,FALSE,24.1,38
1104,FALSE,0,35,1050,77,4,FALSE,27.3,59
1105,TRUE,1,26,953,72,5,FALSE,25.3,51
1106,TRUE,1,30,941,59,3,FALSE,27.9,68
1107,TRUE,1,23,885,45,3,FALSE,20.8,39
1108,TRUE,1,26,800,57,5,FALSE,21.6,24
1109,TRUE,1,31,909,47,6,FALSE,29,62
1110,TRUE,1,16,1242,83,3,FALSE,28.4,39
1111,TRUE,1,16,1072,62,1,FALSE,16.7,49
1112,FALSE,0,34,942,53,4,FALSE,19.9,72
1113,FALSE,0,48,730,16,3,FALSE,23.8,44
1114,FALSE,0,35,970,66,2,FALSE,21,69
1115,FALSE,0,67,503,17,2,FALSE,22,32
1116,TRUE,1,17,1076,56,2,FALSE,16.1,61
1117,FALSE,0,32,1048,66,3,FALSE,28.1,51
1118,TRUE,1,20,1082,56,5,FALSE,28.6,37
1119,TRUE,1,17,1086,68,2,FALSE,22.8,30
1120,FALSE,0,27,1076,56,3,FALSE,26.8,49
1121,TRUE,1,31,853,37,2,FALSE,28.9,51
1122,FALSE,0,66,572,38,2,FALSE,19.7,51
1123,FALSE,0,63,642,42,4,FALSE,21.4,55
1124,FALSE,0,41,935,72,2,FALSE,27.5,41
1125,FALSE,0,28,1088,70,2,FALSE,28.2,40
1126,TRUE,1,48,679,40,1,FALSE,27.4,51
1127,FALSE,0,29,961,39,5,FALSE,24.3,40
1128,FALSE,0,50,924,45,3,FALSE,30.7,65
1129,FALSE,0,81,536,16,1,FALSE,31.9,50
1130,TRUE,1,20,1154,89,3,FALSE,28.9,39
1131,TRUE,1,23,917,72,3,FALSE,22.7,22
1132,FALSE,0,19,1333,85,4,FALSE,27.9,39
1133,TRUE,1,22,1054,67,4,FALSE,21.2,76
1134,FALSE,0,51,714,45,3,FALSE,21.4,40
1135,FALSE,0,55,757,46,4,FALSE,27.9,36
1136,FALSE,0,45,789,58,4,FALSE,18.2,57
1137,TRUE,1,10,1418,90,2,FALSE,20.9,54
1138,FALSE,0,68,583,22,2,FALSE,22.6,58
1139,FALSE,0,53,756,55,3,FALSE,23.7,44
1140,FALSE,0,39,831,45,2,FALSE,17.9,63
1141,FALSE,0,69,444,19,4,FALSE,19.1,31
1142,TRUE,1,57,636,45,2,FALSE,29.7,47
1143,FALSE,0,56,770,43,1,FALSE,29.3,38
1144,FALSE,0,32,1012,43,6,FALSE,27.8,57
1145,TRUE,1,20,990,70,2,FALSE,18.1,49
1146,FALSE,0,63,703,44,2,FALSE,23.6,63
1147,FALSE,0,49,793,44,3,FALSE,18.7,76
1148,TRUE,1,19,1177,54,3,FALSE,31.2,50
1149,FALSE,0,60,591,15,2,FALSE,22.4,40
1150,FALSE,0,24,955,34,2,FALSE,18.5,36
1151,TRUE,1,25,828,57,5,FALSE,17.1,44
1152,FALSE,0,44,854,63,3,FALSE,23.7,47
1153,TRUE,1,17,1275,82,4,FALSE,25.6,75
1154,TRUE,1,15,1145,56,5,FALSE,24,32
1155,FALSE,0,19,1092,61,3,FALSE,16.6,32
1156,FALSE,0,34,777,7,2,FALSE,19.8,42
1157,FALSE,0,61,778,36,1,FALSE,30.1,56
1158,FALSE,0,45,762,29,4,FALSE,19.4,59
1159,TRUE,1,26,952,72,3,FALSE,27.7,35
1160,FALSE,0,68,586,25,2,FALSE,24.4,49
1161,FALSE,0,27,956,54,2,FALSE,18.6,47
1162,FALSE,0,67,657,21,2,FALSE,26,64
1163,TRUE,1,23,1138,81,3,FALSE,29.5,63
1164,FALSE,0,59,628,29,2,FALSE,21.6,43
1165,TRUE,1,20,1040,58,1,FALSE,23.7,48
1166,TRUE,1,19,1210,53,1,FALSE,31.1,57
1167,TRUE,1,24,866,83,4,FALSE,18.9,24
1168,FALSE,0,54,805,44,2,FALSE,29.7,43
1169,TRUE,1,28,920,50,2,FALSE,26.7,56
1170,FALSE,0,27,1042,41,6,FALSE,27.3,40
1171,TRUE,1,27,781,35,3,FALSE,20.3,47
1172,TRUE,1,18,997,50,2,FALSE,17.9,47
1173,TRUE,1,22,949,45,3,FALSE,23,37
1174,TRUE,1,34,649,32,5,TRUE,20.9,34
1175,TRUE,1,19,1019,66,2,FALSE,19.9,45
1176,FALSE,0,52,674,38,3,FALSE,19.8,43
1177,TRUE,1,30,760,39,4,FALSE,18.9,59
1178,TRUE,1,33,905,48,2,FALSE,28.9,69
1179,FALSE,0,61,550,16,1,FALSE,18.4,47
1180,TRUE,1,43,752,69,3,FALSE,25.4,53
1181,TRUE,1,20,1066,69,1,FALSE,24,47
1182,TRUE,1,17,1197,80,2,FALSE,23.9,56
1183,TRUE,1,22,1013,59,4,FALSE,23.8,51
1184,FALSE,0,28,1025,55,5,FALSE,24.3,51
1185,FALSE,0,55,781,40,4,FALSE,24.8,63
1186,FALSE,0,39,815,34,1,FALSE,24.2,34
1187,FALSE,0,68,729,27,2,FALSE,30.3,68
1188,TRUE,1,21,958,51,4,FALSE,18.9,52
1189,TRUE,1,21,985,63,4,FALSE,18.9,50
1190,TRUE,1,22,947,56,3,FALSE,22.4,40
1191,FALSE,0,28,892,32,1,FALSE,19,45
1192,TRUE,1,22,919,51,3,FALSE,18.5,53
1193,FALSE,0,50,574,28,3,FALSE,17.2,19
1194,TRUE,1,18,1094,53,4,FALSE,25.6,39
1195,FALSE,0,57,827,51,1,FALSE,29.6,56
1196,FALSE,0,31,1065,67,2,FALSE,30.2,43
1197,FALSE,0,21,1124,70,5,FALSE,19.8,36
1198,TRUE,1,28,853,62,1,FALSE,25,39
1199,TRUE,1,21,994,53,6,FALSE,20.9,51
1200,FALSE,0,45,703,29,2,FALSE,22.3,25
1201,TRUE,1,21,1068,71,5,FALSE,22.2,60
1202,FALSE,0,23,1064,79,5,FALSE,22.7,17
1203,TRUE,1,23,905,51,3,FALSE,20.4,41
1204,FALSE,0,56,690,24,4,FALSE,26.2,37
1205,FALSE,0,34,851,62,3,FALSE,20.1,30
1206,FALSE,0,37,899,59,7,FALSE,25.9,33
1207,TRUE,1,29,939,59,1,FALSE,29.4,51
1208,FALSE,0,22,1020,45,2,FALSE,16.2,46
1209,FALSE,0,74,477,35,4,FALSE,20.6,43
1210,TRUE,1,30,712,41,3,FALSE,24.7,15
1211,FALSE,0,28,938,45,3,FALSE,22.4,29
1212,FALSE,0,50,793,58,8,FALSE,23.7,46
1213,FALSE,0,46,743,39,2,FALSE,22.4,35
1214,TRUE,1,19,1067,70,3,FALSE,23.6,36
1215,FALSE,0,73,604,29,1,FALSE,26.3,62
1216,FALSE,0,29,1029,55,4,FALSE,26.2,50
1217,FALSE,0,32,899,41,2,FALSE,24.6,33
1218,TRUE,1,24,900,41,4,FALSE,24.3,41
1219,FALSE,0,36,948,60,2,FALSE,25.9,44
1220,FALSE,0,28,1047,65,5,FALSE,26.9,38
1221,TRUE,1,25,863,32,2,FALSE,25.9,34
1222,FALSE,0,28,1065,90,3,FALSE,22.3,47
1223,FALSE,0,56,785,44,1,FALSE,26.6,58
1224,FALSE,0,22,1099,50,5,FALSE,19.8,51
1225,TRUE,1,16,1088,45,6,FALSE,19.3,45
1226,FALSE,0,29,1089,92,1,FALSE,25,53
1227,FALSE,0,31,958,47,3,FALSE,22.2,59
1228,TRUE,1,13,1243,83,2,FALSE,19.2,46
1229,FALSE,0,29,1034,78,5,FALSE,21.8,54
1230,TRUE,1,29,757,44,3,FALSE,23.1,32
1231,FALSE,0,46,912,68,1,FALSE,28.8,44
1232,TRUE,1,20,1091,71,2,FALSE,27.1,42
1233,TRUE,1,18,1060,62,2,FALSE,19.6,50
1234,TRUE,1,27,888,61,3,FALSE,22.7,53
1235,TRUE,1,27,741,14,2,FALSE,19.1,46
1236,TRUE,1,24,1022,57,1,FALSE,30.4,37
1237,FALSE,0,19,1179,59,1,FALSE,22.9,35
1238,FALSE,0,38,925,34,4,FALSE,27.4,51
1239,TRUE,1,55,581,32,5,TRUE,22.6,67
1240,FALSE,0,25,1095,79,2,FALSE,23.1,37
1241,FALSE,0,47,798,58,1,FALSE,22.7,42
1242,FALSE,0,39,870,37,2,FALSE,23.7,52
1243,TRUE,1,21,885,27,3,FALSE,19.9,40
1244,FALSE,0,53,708,37,3,FALSE,21.6,49
1245,FALSE,0,25,1111,64,4,FALSE,25.2,47
1246,TRUE,1,18,1135,67,2,FALSE,27.7,37
1247,FALSE,0,66,507,13,3,FALSE,16.4,59
1248,FALSE,0,50,670,27,1,FALSE,16.3,59
1249,FALSE,0,25,1090,65,2,FALSE,19.9,62
1250,FALSE,0,53,862,48,4,FALSE,28,65
1251,TRUE,1,25,879,59,4,FALSE,20.8,41
1252,TRUE,1,21,950,45,3,FALSE,21.1,41
1253,FALSE,0,43,747,32,3,FALSE,18.2,51
1254,FALSE,0,57,788,51,1,FALSE,26.3,56
1255,TRUE,1,25,811,23,2,FALSE,21.6,43
1256,TRUE,1,23,897,54,5,FALSE,19.7,42
1257,TRUE,1,22,837,41,1,FALSE,16.8,39
1258,TRUE,1,15,1334,90,2,FALSE,24.2,68
1259,TRUE,1,38,723,43,6,FALSE,31.4,13
1260,FALSE,0,50,752,34,3,FALSE,24.3,45
1261,FALSE,0,27,1007,63,2,FALSE,20.2,48
1262,TRUE,1,23,981,67,3,FALSE,26.8,33
1263,FALSE,0,38,988,65,1,FALSE,27.8,53
1264,FALSE,0,31,948,55,2,FALSE,28.1,20
1265,TRUE,1,20,1104,68,4,FALSE,22.7,61
1266,TRUE,1,20,923,66,1,FALSE,18.4,24
1267,FALSE,0,58,655,19,3,FALSE,29.5,17
1268,FALSE,0,59,705,35,5,FALSE,27.6,37
1269,FALSE,0,33,908,44,1,FALSE,22,50
1270,FALSE,0,38,855,36,6,FALSE,24.9,38
1271,FALSE,0,44,734,47,1,FALSE,18.4,40
1272,TRUE,1,28,919,61,4,FALSE,26.8,52
1273,FALSE,0,31,933,39,3,FALSE,26.3,33
1274,TRUE,1,23,867,32,3,FALSE,20.1,46
1275,TRUE,1,48,649,16,5,TRUE,27.4,55
1276,FALSE,0,61,826,49,3,FALSE,28.9,70
1277,TRUE,1,23,1028,58,4,FALSE,26.3,54
1278,FALSE,0,66,766,46,3,FALSE,28.1,72
1279,FALSE,0,38,881,47,2,FALSE,22.5,54
1280,TRUE,1,28,889,51,2,FALSE,27.2,48
1281,FALSE,0,44,766,32,2,FALSE,27.6,16
1282,FALSE,0,19,1171,79,4,FALSE,20.1,30
1283,FALSE,0,27,1151,68,3,FALSE,31.8,43
1284,FALSE,0,47,881,50,4,FALSE,27.1,58
1285,TRUE,1,17,1169,79,3,FALSE,24.5,43
1286,TRUE,1,29,862,33,2,FALSE,27,55
1287,FALSE,0,26,1026,64,4,FALSE,22.5,33
1288,TRUE,1,42,771,76,3,FALSE,26.8,44
1289,FALSE,0,25,1200,66,2,FALSE,30.7,51
1290,FALSE,0,28,935,29,3,FALSE,22.8,43
1291,FALSE,0,39,850,45,4,FALSE,21.9,49
1292,FALSE,0,52,824,68,3,FALSE,27.4,38
1293,FALSE,0,28,1133,68,2,FALSE,28.7,53
1294,TRUE,1,30,937,69,4,FALSE,30.7,46
1295,FALSE,0,54,766,26,2,FALSE,28.1,47
1296,FALSE,0,63,666,33,2,FALSE,31.3,20
1297,TRUE,1,27,906,48,4,FALSE,29.2,38
1298,TRUE,1,29,706,15,4,FALSE,23.3,27
1299,FALSE,0,35,784,24,4,FALSE,22.1,25
1300,TRUE,1,22,952,67,3,FALSE,20.4,41
1301,FALSE,0,32,846,48,1,FALSE,17.7,45
1302,FALSE,0,40,893,52,3,FALSE,24.1,52
1303,FALSE,0,47,831,52,3,FALSE,21.9,63
1304,TRUE,1,17,1111,79,4,FALSE,18.8,54
1305,FALSE,0,57,848,64,4,FALSE,27.8,62
1306,FALSE,0,29,1048,35,3,FALSE,30.8,40
1307,FALSE,0,62,633,19,1,FALSE,25.4,43
1308,FALSE,0,64,794,44,2,FALSE,30.9,63
1309,FALSE,0,32,885,30,4,FALSE,22.2,48
1310,FALSE,0,62,530,26,1,FALSE,20.8,24
1311,FALSE,0,30,1016,70,2,FALSE,27.3,36
1312,FALSE,0,28,1027,74,2,FALSE,19.1,62
1313,FALSE,0,54,649,35,4,FALSE,20.1,39
1314,TRUE,1,27,970,66,2,FALSE,27.7,52
1315,TRUE,1,26,719,22,4,FALSE,15.7,48
1316,TRUE,1,20,1020,64,1,FALSE,22.1,41
1317,FALSE,0,22,1149,80,4,FALSE,21.7,43
1318,TRUE,1,37,773,41,2,FALSE,26.6,53
1319,TRUE,1,44,743,47,3,FALSE,28.4,51
1320,FALSE,0,62,765,70,1,FALSE,23.9,65
1321,TRUE,1,32,771,57,4,FALSE,22.6,45
1322,FALSE,0,43,812,56,2,FALSE,23.4,35
1323,FALSE,0,55,848,44,5,FALSE,31.5,50
1324,FALSE,0,41,887,48,2,FALSE,24,57
1325,FALSE,0,32,910,44,6,FALSE,15.6,80
1326,FALSE,0,46,836,48,2,FALSE,26.7,41
1327,FALSE,0,58,769,55,3,FALSE,28.1,43
1328,FALSE,0,64,634,21,3,FALSE,23.3,60
1329,FALSE,0,58,792,52,1,FALSE,25.8,66
1330,FALSE,0,28,992,70,3,FALSE,21.7,38
1331,FALSE,0,24,1109,69,3,FALSE,19.7,57
1332,FALSE,0,68,676,37,2,FALSE,30.8,40
1333,TRUE,1,19,1112,65,3,FALSE,27.1,34
1334,FALSE,0,24,1026,42,3,FALSE,18.2,56
1335,TRUE,1,33,768,35,3,FALSE,24.6,49
1336,FALSE,0,54,801,37,2,FALSE,28.3,53
1337,TRUE,1,17,1089,61,4,FALSE,20.6,39
1338,FALSE,0,55,717,22,4,FALSE,20.4,73
1339,FALSE,0,42,996,61,4,FALSE,30.9,57
1340,TRUE,1,12,1227,65,3,FALSE,16.5,42
1341,FALSE,0,37,1011,63,2,FALSE,28,57
1342,FALSE,0,30,938,44,3,FALSE,25.8,31
1343,FALSE,0,28,963,57,2,FALSE,20.3,46
1344,FALSE,0,37,908,39,2,FALSE,22.2,67
1345,FALSE,0,48,801,37,3,FALSE,25.9,45
1346,TRUE,1,26,827,39,6,FALSE,17.6,60
1347,TRUE,1,23,888,44,2,FALSE,19.8,45
1348,FALSE,0,56,715,63,3,FALSE,27.4,15
1349,TRUE,1,30,840,65,3,FALSE,26.4,35
1350,TRUE,1,28,832,53,3,FALSE,21.6,51
1351,FALSE,0,58,701,28,1,FALSE,21.8,68
1352,TRUE,1,37,706,34,1,FALSE,25.1,39
1353,FALSE,0,49,719,23,1,FALSE,21.2,51
1354,TRUE,1,25,1025,66,1,FALSE,32,34
1355,FALSE,0,62,719,35,1,FALSE,31.7,33
1356,FALSE,0,30,932,50,3,FALSE,23.7,37
1357,TRUE,1,25,932,66,2,FALSE,18.7,67
1358,TRUE,1,24,1043,72,4,FALSE,25.3,61
1359,FALSE,0,70,661,35,2,FALSE,28.6,56
1360,FALSE,0,29,988,47,3,FALSE,21.7,63
1361,FALSE,0,56,809,57,3,FALSE,29.3,42
1362,FALSE,0,23,1199,63,2,FALSE,24.9,58
1363,FALSE,0,18,1188,69,4,FALSE,16.9,51
1364,TRUE,1,16,995,38,3,FALSE,17.7,33
1365,FALSE,0,40,784,59,2,FALSE,18.4,36
1366,TRUE,1,27,745,28,2,FALSE,18.3,48
1367,FALSE,0,44,791,49,2,FALSE,20.2,50
1368,FALSE,0,33,952,46,3,FALSE,26.6,43
1369,FALSE,0,29,946,59,2,FALSE,22,34
1370,FALSE,0,44,657,33,2,FALSE,19.2,18
1371,FALSE,0,66,588,26,2,FALSE,22.1,54
1372,FALSE,0,32,860,60,2,FALSE,16.9,43
1373,TRUE,1,17,1213,77,2,FALSE,26.2,55
1374,FALSE,0,37,867,55,3,FALSE,25.3,26
1375,TRUE,1,23,1032,51,4,FALSE,31.9,30
1376,FALSE,0,44,882,59,4,FALSE,26.2,46
1377,FALSE,0,41,827,38,2,FALSE,26.9,28
1378,FALSE,0,40,805,21,6,FALSE,28.5,20
1379,FALSE,0,44,941,49,1,FALSE,29.1,59
1380,FALSE,0,28,1026,61,3,FALSE,20.7,60
1381,FALSE,0,31,883,33,3,FALSE,23.4,33
1382,TRUE,1,23,861,42,2,FALSE,19.2,44
1383,FALSE,0,22,1103,65,5,FALSE,21.8,32
1384,FALSE,0,36,932,62,1,FALSE,23.2,52
1385,FALSE,0,38,878,38,5,FALSE,24.4,47
1386,TRUE,1,25,830,50,2,FALSE,20.1,35
1387,TRUE,1,15,1095,38,2,FALSE,21.9,37
1388,FALSE,0,41,747,52,5,FALSE,18.3,33
1389,FALSE,0,69,581,17,1,FALSE,24.8,54
1390,FALSE,0,38,898,48,2,FALSE,23.3,56
1391,FALSE,0,58,740,52,7,FALSE,24.4,53
1392,FALSE,0,22,1139,85,4,FALSE,20.6,36
1393,FALSE,0,43,762,42,3,FALSE,23.9,23
1394,TRUE,1,60,514,25,2,FALSE,23.7,55
1395,TRUE,1,20,1085,56,3,FALSE,26.8,45
1396,TRUE,1,42,764,57,4,FALSE,27.8,47
1397,TRUE,1,23,1059,61,3,FALSE,25.9,62
1398,FALSE,0,29,877,58,3,FALSE,17.8,35
1399,FALSE,0,63,708,38,1,FALSE,24.8,64
1400,TRUE,1,25,783,27,2,FALSE,19.2,42
1401,TRUE,1,31,690,49,2,FALSE,18.4,38
1402,TRUE,1,22,1065,83,2,FALSE,26.6,45
1403,FALSE,0,25,1205,59,1,FALSE,30.2,53
1404,FALSE,0,22,1182,68,3,FALSE,24.2,45
1405,FALSE,0,30,940,47,2,FALSE,24.3,35
1406,FALSE,0,26,1027,53,4,FALSE,21.8,44
1407,FALSE,0,28,850,48,3,FALSE,19.6,12
1408,FALSE,0,35,887,54,6,FALSE,22.3,40
1409,FALSE,0,74,550,35,1,FALSE,23.6,54
1410,TRUE,1,36,680,13,6,TRUE,24.2,45
1411,FALSE,0,22,1146,73,4,FALSE,19.6,57
1412,FALSE,0,34,889,62,5,FALSE,18.3,54
1413,TRUE,1,42,750,33,3,FALSE,28.1,57
1414,FALSE,0,49,918,44,2,FALSE,31.8,57
1415,TRUE,1,16,1284,95,2,FALSE,31.5,23
1416,FALSE,0,33,1044,54,4,FALSE,31.2,48
1417,FALSE,0,19,1161,47,3,FALSE,15.6,70
1418,FALSE,0,28,952,58,2,FALSE,20.8,41
1419,TRUE,1,17,1057,58,4,FALSE,16.2,54
1420,TRUE,1,22,948,30,2,FALSE,22.7,50
1421,FALSE,0,60,638,49,4,FALSE,18.2,55
1422,TRUE,1,31,880,51,3,FALSE,30.8,44
1423,FALSE,0,51,786,28,3,FALSE,29.2,39
1424,TRUE,1,19,1202,77,5,FALSE,30.5,49
1425,FALSE,0,30,1008,53,3,FALSE,25.4,51
1426,FALSE,0,39,849,61,1,FALSE,20.6,45
1427,TRUE,1,21,1002,44,3,FALSE,23.6,48
1428,FALSE,0,27,949,43,7,FALSE,18.5,53
1429,TRUE,1,10,1291,68,5,FALSE,18.2,37
1430,FALSE,0,46,766,26,3,FALSE,19.7,64
1431,TRUE,1,28,881,64,5,FALSE,18.4,78
1432,FALSE,0,47,905,34,2,FALSE,28.3,68
1433,FALSE,0,40,900,51,4,FALSE,26.9,41
1434,FALSE,0,26,892,41,4,FALSE,18.1,22
1435,FALSE,0,39,829,54,2,FALSE,19.3,48
1436,FALSE,0,47,866,38,2,FALSE,26.7,60
1437,FALSE,0,34,918,23,3,FALSE,24.4,58
1438,TRUE,1,10,1236,43,5,FALSE,17.8,30
1439,FALSE,0,33,900,50,3,FALSE,24.4,32
1440,TRUE,1,21,935,59,3,FALSE,17.7,49
1441,FALSE,0,22,1178,74,2,FALSE,20.8,56
1442,FALSE,0,47,861,59,3,FALSE,23.6,60
1443,FALSE,0,22,1191,69,1,FALSE,22.9,59
1444,TRUE,1,28,842,51,3,FALSE,25.3,34
1445,TRUE,1,24,918,42,4,FALSE,27.1,29
1446,TRUE,1,27,869,60,4,FALSE,27.5,19
1447,TRUE,1,27,981,67,1,FALSE,28.3,55
1448,FALSE,0,29,1019,57,3,FALSE,23.3,59
1449,TRUE,1,21,1021,57,3,FALSE,22,52
1450,TRUE,1,21,1041,82,2,FALSE,24.7,33
1451,FALSE,0,53,874,55,3,FALSE,27,70
1452,TRUE,1,21,1054,60,4,FALSE,26.9,42
1453,FALSE,0,37,1016,62,4,FALSE,25.9,72
1454,FALSE,0,33,1045,61,1,FALSE,28.8,55
1455,FALSE,0,61,826,46,3,FALSE,30.7,64
1456,FALSE,0,37,827,47,4,FALSE,18.4,52
1457,FALSE,0,25,955,37,2,FALSE,17.7,47
1458,TRUE,1,21,955,70,4,FALSE,20,33
1459,FALSE,0,29,992,56,4,FALSE,25.2,40
1460,TRUE,1,21,978,58,1,FALSE,20.2,47
1461,FALSE,0,46,734,38,6,FALSE,18.7,52
1462,FALSE,0,26,957,35,4,FALSE,19.2,47
1463,FALSE,0,44,809,46,4,FALSE,22.9,45
1464,FALSE,0,60,737,33,2,FALSE,28,50
1465,TRUE,1,15,1091,62,1,FALSE,16,40
1466,FALSE,0,28,961,49,5,FALSE,21.4,40
1467,FALSE,0,45,792,57,5,FALSE,24.2,27
